Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Op Status,EchoLink,IRLP,Notes,Nets,Coverage,Downlink Tone,Links,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Commands,Talkgroups,Colorado,Northern Colorado,YSF Digital Enabled,DG-ID,Grid,Mixed-Mode,D-STAR Enabled,Node,Sources,Denver Regional,AllStar,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,TAC 310,Mountain Reg USA,WIRES-X,Worldwide,English,Feed,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Wyoming,WyLOCAL,Local Network,Southern Colorado,Bandwidth,Local or Reflector,CKRG,KansasLink,Kansas,Location Photo,BYRG
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,166.1,WSW,yes,449.3,444.3,100,Adams,,N1UPS,,CCARC,yes,On-Air,43699,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,,,"Lusk, 77 Hill",WY,OPEN,,166.4,NW,yes,147.33,147.93,,Niobrara,,,,,yes,On-Air,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,123,KC0WZL,"Kearney, Kearney Water Tower",NE,OPEN,,166.7,ESE,yes,147,146.4,123,Buffalo,,MARC,,,yes,On-Air,,,This is the severe weather operations machine for the Kearney area.,Weather nets as needed.,15,,,,,,,http://w0ky.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,166.7,WSW,yes,447.175,442.175,100,Denver,,W0JRL,,CCARC,yes,On-Air,201712,,,,,100,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,29997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,166.9,SW,yes,445.075,440.075,,Douglas,,Parker Radio Association,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,CCARC,yes,On-Air,,,Mixed Mode,Mondays 20:30 MST,,,,yes,1,,,http://www.parkerradio.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,167.2,WSW,yes,145.475,144.875,100,Jefferson,,Intermountain Repeater Group,E-power.,CCARC,yes,On-Air,,,,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,167.2,WSW,yes,146.715,146.115,123,Denver,,EARS,E-power.,CCARC,yes,On-Air,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,167.2,WSW,yes,448.075,443.075,123,Denver,,W0IG,,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,167.2,WSW,yes,448.55,443.55,82.5,Denver,,HPRA,E-power.,CCARC,yes,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,167.3,WSW,yes,447.925,442.925,100,Denver,,RADOPS El Jebel Shriners,,CCARC,yes,On-Air,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,167.3,WSW,yes,447.9,442.9,CSQ,Denver,,WB0TPT,,CCARC,yes,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,167.3,WSW,yes,449.65,444.65,,Denver,,Colorado Amateur Repeater Network (CARN),,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,167.3,WSW,yes,449.675,444.675,,Denver,,Colorado Amateur Repeater Network (CARN),,CCARC,yes,On-Air,,7708,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,167.5,W,yes,53.03,52.03,,Albany,,K7UWR,8,,yes,Off-Air,,,,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,123,KA0DBK,Kearney,NE,OPEN,,167.5,ESE,yes,147.39,147.99,123,Buffalo,,KA0DBK,"E-power, WX.",,yes,On-Air,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,123,KA0RCZ,Kearney,NE,OPEN,,167.5,ESE,yes,147.315,147.915,123,Buffalo,,"MARC, WA0LST, N0LVL",Linked to 444.625 Axtell,,yes,On-Air,,,,Buffalo/Dawson Counties ARES net: Tue at 20:15.,SW Central Nebraska,123,,,,,MARC,http://w0ky.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.85,5,74.4,KA0RCZ,Kearney,NE,OPEN,,167.5,ESE,yes,444.85,449.85,74.4,Buffalo,,KA0RCZ,"Autopatch, e-power, linked.",WB0CMC,yes,On-Air,,,,,,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,,KD0PBW,Kearney,NE,OPEN,,167.5,ESE,yes,147.03,147.63,,Buffalo,,,,,yes,On-Air,,,,,,,,,,,,,,,,,,,,,yes,KD0PBW (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,123,W0KY,Kearney,NE,OPEN,,167.5,ESE,yes,146.625,146.025,123,Buffalo,,Midway Amateur Radio Club (MARC),E-power.,WB0CMC,yes,On-Air,,,,MARC: Every Thursday at 20:15 Local time,,123,,,,,,http://w0ky.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.3,5,141.3,K0ECT,Elkader,KS,OPEN,,168.1,SSE,yes,444.3,449.3,141.3,Logan,,SKECT,E-power.,Kansas Repeater Council,yes,On-Air,,,,,,141.3,Full-time to the  SKECT System .,,,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.275,5,100,AA0HJ,Phillipsburg,KS,OPEN,,168.2,SE,yes,443.275,448.275,100,Phillips,,,,Kansas Repeater Council,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,168.3,SW,yes,446.85,441.85,,Douglas,,Parker Radio Association,D-Star B module,CCARC,yes,On-Air,,,,,,,,,,,,http://parkerradio.org,,,,,,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.3,5,162.2,N0KOM,Logan,KS,OPEN,I,168.5,SE,yes,442.3,447.3,162.2,Phillips,,,,Kansas Repeater Council,yes,On-Air,,7446,"For K-Link access dial 9335. 
For Wes-Kan dial 933. 
To disconnect dial 73.",,Repeater Coverage Map,162.2,Linkable to the  Western Kansas Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,169.1,WSW,yes,146.73,146.13,91.5,Boulder,,BARC,12,CCARC,yes,Off-Air,115482,,,,Local,91.5,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,169.1,WSW,yes,1283.8625,1263.8625,,Boulder,,Boulder County ARES,E-power.,CCARC,yes,On-Air,,,,,20,,,,,,,,,,,,,,,,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,169.1,WSW,yes,145.3875,144.7875,,Boulder,,Boulder County ARES,E-power.,CCARC,yes,On-Air,,,,,20,,,,,,,http://bouldercountyares.org/technical/d-star,,,,,,,,,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.625,5,,KA0RCZ,"Axtell, NTV Studio",NE,OPEN,,170,ESE,yes,444.625,449.625,,Kearney,,KA0RCZ,Linked.,WB0CMC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,170.4,SW,yes,447.525,442.525,203.5,Douglas,,EmComm Colorado,,CCARC,yes,On-Air,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,"Denver metropolitan area, front range foothills",146.2,,,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,,W0EJL,Burwell,NE,OPEN,,171.3,E,yes,147.09,147.69,,Garfield,,,,WB0CMC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,171.6,WSW,yes,449.4,444.4,91.5,Boulder,,BARC,2,CCARC,yes,Off-Air,,,,,,,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,171.6,WSW,yes,449.55,444.55,100,Boulder,,Rocky Mtn VHF Soc,8,CCARC,yes,On-Air,217336,,,,Denver metro area.,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,171.7,WSW,yes,446.8625,441.8625,,Boulder,,Boulder County ARES,,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,171.7,WSW,yes,446.8,441.8,,Boulder,,Rocky Mountain Ham Radio,,CCARC,yes,On-Air,,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,Wide area.,,Full-time to the  Colorado TRBO System .,yes,7,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,171.7,WSW,yes,1299.5,1279.5,,Boulder,,Boulder County ARES,E-power.,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,172.5,WSW,yes,146.685,146.085,123,Larimer,,Estes Valley ARC,E-power.,CCARC,yes,On-Air,625757,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,172.9,WSW,yes,146.61,146.01,100,Boulder,,Boulder Amateur Radio Club,,CCARC,yes,Off-Air,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,172.9,WSW,yes,448.9,443.9,100,Boulder,,Boulder ARC,6,CCARC,yes,On-Air,,,,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,173.1,WSW,yes,147.21,147.81,100,Jefferson,,Denver Water Amateur Radio Club,,,yes,On-Air,,3241,,,,100,,,,,,http://www.dwarc.com,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,173.1,WSW,yes,448.35,443.35,,Jefferson,,Denver Water Amateur Radio Club (DWARC),,CCARC,yes,On-Air,,,,,Denver Metro and surrounding,,,,,,,http://www.DWARC.com,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,173.1,WSW,yes,146.7,146.1,100,Boulder,,Boulder Co ARC,6,CCARC,yes,On-Air,,,,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,173.9,SW,yes,449.95,444.95,77,Douglas,,W9SL Owner,,CCARC,yes,On-Air,,,,,Primarily to the North along I-25 corridor,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,174.1,W,yes,146.61,146.01,,Albany,,University ARC,,WRCG,yes,On-Air,,,,,Laramie Valley  30 mi radius.,,,,,,,http://www.uwyo.edu/uarc,,,,,yes,Open ↑ / Open ↓,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,174.2,WSW,yes,445.05,440.05,,Boulder,,Rocky Mountain Ham Radio,BrandMeister Network,CCARC,yes,On-Air,,,,,Wide area,,,yes,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,174.2,WSW,yes,446.9875,441.9875,,Boulder,,Rocky Mountain Ham Radio,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,yes,On-Air,,,,,,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,174.2,WSW,yes,447.75,442.75,141.3,Boulder,,Rocky Mountain Ham Radio,,CCARC,yes,On-Air,,3450,,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,174.2,WSW,yes,145.46,144.86,107.2,Boulder,,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",CCARC,yes,On-Air,347086,3990,,,Boulder/Denver Metro,107.2,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,CRA VHF Link System,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,174.2,WSW,yes,447.975,442.975,107.2,Boulder,,Colorado Repeater Association (CRA),Closed autopatch.,CCARC,yes,On-Air,,,,,Wide area: Boulder/Longmont area.,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,174.2,WSW,yes,224.02,222.42,,Boulder,,Rocky Mtn VHF Soc,8,CCARC,yes,On-Air,217336,,,,Denver metro area.,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,,RMVHS repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,174.5,W,yes,146.82,146.22,114.8,Albany,,Shy-Wy Amateur Radio Club,,WRCG,yes,On-Air,,,,Shy-WY ARC: Thu at 19:00.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,174.6,WSW,yes,447.825,442.825,D073,Jefferson,,Denver Radio Club,,CCARC,yes,On-Air,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,D073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,174.7,WSW,yes,448.75,443.75,100,Jefferson,,,E-power.,CCARC,yes,On-Air,,,,,Local.,100,,,,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.7,5,162.2,N0NM,"Hill City, K-Link",KS,OPEN,A,175.1,SE,yes,443.7,448.7,162.2,Graham,,"N0NM, N0KOM",E-power.,Kansas Repeater Council,yes,On-Air,,,"Use PL 131.8 for WesKan Intertie 
Use PL 162.2 for K-Link",,Click for coverage map.  45 mi radius.,,Linkable to the  K-Link System . Linkable to the  Western Kansas Intertie System .,,,,Western Kansas Inter-Tie K-Link Repeater Network,K-Link Repeater Network,,,,,,,,,,,,,46425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,175.8,WSW,yes,449.8,444.8,123,Larimer,,Estes Valley ARC,E-Power,CCARC,yes,On-Air,625757,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,176.1,S,yes,442.175,447.175,156.7,Greeley,,WKARC,,,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,176.2,WSW,yes,446.975,441.975,,Jefferson,,W0DMR,,,yes,On-Air,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",Denver Metro Area,,,yes,0,,,http://www.w0dmr.org/,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,176.4,WSW,yes,147.33,147.93,100,Jefferson,,Denver Radio Club,E-power.,CCARC,yes,On-Air,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,Metro Denver and the foothills.,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,176.4,WSW,yes,224.38,222.78,100,Jefferson,,Denver Radio Club,,CCARC,yes,On-Air,,,,,,100,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,176.4,WSW,yes,449.775,444.775,100,Jefferson,,Denver Radio Club,,CCARC,yes,On-Air,,,,,Metro Denver,100,,,,,,Denver Radio Club,,,,,yes,Open ↑ / Open ↓,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.725,5,,KD0ARW,Phillipsburg,KS,OPEN,I,176.6,SE,yes,442.725,447.725,,Phillips,,KD0ARW,,Kansas Repeater Council,yes,On-Air,,3682,,,Local.,,"Full-time to  
        147.12000 (AA0HJ) at Phillipsburg, KS .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,AA0HJ,Phillipsburg,KS,OPEN,,176.8,SE,yes,147.12,147.72,,Phillips,,AA0HJ,E-power,Kansas Repeater Council,yes,On-Air,,,,,Local,,"Full-time to  
        442.72500 (KD0ARW) at Phillipsburg, KS .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,177.1,WSW,yes,146.91,147.51,123,Boulder,,,,,yes,On-Air,,,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.","East of Gold Hill, The Indian Peaks, Denver, Boulder",127.3,,,,,"Town of Gold Hill, Colorado",http://goldhilltown.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,177.3,WSW,yes,147.03,147.63,100,Boulder,,KI0HG,,CCARC,yes,On-Air,,,,,,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,177.3,WSW,yes,53.09,51.39,107.2,Jefferson,,Denver Radio Club,E-power.,CCARC,yes,On-Air,,,,,Metro Denver area.,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,177.4,WSW,yes,448.125,443.125,107.2,Jefferson,,Denver PD EEB,,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,177.4,WSW,yes,927.7875,902.7875,156.7,Jefferson,,N0PYY,,,yes,On-Air,,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,177.4,WSW,yes,448.975,443.975,123,Jefferson,,FRG,Linkable VHF/UHF Remote Base,CCARC,yes,On-Air,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,178.8,WSW,yes,145.37,144.77,,Jefferson,,Rocky Mountain Ham Radio,,CCARC,yes,On-Air,,,See the website for programming information.,,,,,yes,7,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,178.8,WSW,yes,1283.9625,1263.9625,,Jefferson,,Colorado D-Star,,CCARC,yes,On-Air,,,,,,,,,,,,Colorado D-Star,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,178.8,WSW,yes,1299.9,1299.9,,Jefferson,,Colorado D-Star,,,yes,On-Air,,,,,,,,,,,,Colorado D-Star,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,178.8,WSW,yes,145.25,144.65,,Jefferson,,Colorado D-Star,,CCARC,yes,On-Air,,,,,,,,,,,,Colorado D-Star,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,178.8,WSW,yes,446.9625,441.9625,,Jefferson,,Colorado D-Star,,CCARC,yes,On-Air,,,,,,,,,,,,Colorado D-Star,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,178.8,WSW,yes,446.8375,441.8375,,Jefferson,,WA2YZT,200,CCARC,yes,On-Air,,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,Full-time to the  Colorado TRBO System .,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,179,WSW,yes,449.625,444.625,141.3,Jefferson,,Rocky Mountain Ham Radio,E-power,CCARC,yes,On-Air,,3750,,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
