Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Last update,Uplink Tone,Downlink Tone,EchoLink,IRLP,Coordination,On-air,Sponsor,Features,Coverage,AllStar,Affiliate,Links,Commands,Notes,Nets,Web links,DMR Enabled,Color Code,Wide Network,Grid,Location Photo,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Feed,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Local/Cluster,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,YSF Digital Enabled,DG-ID,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local,Wyoming,WyLOCAL,WIRES-X,Worldwide English,N. Colorado
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,195.6,NE,,147.015,147.615,,,,Albany,On-Air,,146.2,,82070,,,,"Albany County ARES/RACES, University Amateur Radio",,Albany County,,,,,,,http://www.uwyo.edu/uarc/,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
449.175,-5,131.8,KA7EGC,"American Fork, Utah Lake",UT,OPEN,,195.7,WNW,,449.175,444.175,,,,Utah,On-Air,,131.8,,,,UVHFS,,,,Utah Valley.,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,196,E,,146.715,146.115,,,,Denver,On-Air,,123,123,,,CCARC,,EARS,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,196,E,,448.075,443.075,,,,Denver,On-Air,,123,,,,CCARC,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,196,E,,447.9,442.9,,,,Denver,Off-Air,,CSQ,,,,CCARC,,WB0TPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,196,E,,448.55,443.55,,,,Denver,Off-Air,,82.5,,,,CCARC,,HPRA,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,196,E,,447.925,442.925,,,,Denver,On-Air,,100,100,,,CCARC,,RADOPS El Jebel Shriners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,196,E,,449.65,444.65,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",Denver,On-Air,,,,,,CCARC,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,196,E,,145.475,144.875,,,,Jefferson,On-Air,,100,,,,CCARC,,Intermountain Repeater Group,E-power.,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,196,E,,449.675,444.675,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",Denver,On-Air,,,,,7708,CCARC,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,196.1,E,,447.175,442.175,,,,Denver,On-Air,,100,100,201712,,CCARC,,W0JRL,,,29997,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,167.9,KX7VC,"Highland, KX7VC QTH",UT,OPEN,,196.4,WNW,,447.725,442.725,,,,Utah,On-Air,,167.9,167.9,,,,,,,,,,,,Normally connected via Allstar to Alaska Morning Net,,,,,,DN40ck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,,KB7HAF,"Park City,  Murdock Peak",UT,OPEN,,197.2,NW,,448.475,443.475,,,,Summit,On-Air,,,,,,UVHFS,,,8,"Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,197.3,ESE,,447.725,442.725,,,,El Paso,On-Air,,100,100,,,CCARC,,K0NR,30,Local.,,,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,197.6,ESE,,449.95,444.95,,,,Douglas,On-Air,,77,77,,,CCARC,,W9SL Owner,,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,100,KA7EGC,"Provo, Lake Mountain",UT,OPEN,,197.8,WNW,,447.875,442.875,,,,Utah,Off-Air,,100,,,,UVHFS,,,7,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,173.8,K7UCS,"Provo, Lake Mountain",UT,CLOSED,,197.8,WNW,,449.675,444.675,,,,Utah,On-Air,,173.8,,,,UVHFS,,Utah Co ARES,7,Utah County from Alpine to Payson.,,,"Full-time to  
        448.32500 (K7UCS) at Provo, Lake Mountain, UT .",,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.475,-5,100,WA7GIE,"Provo, Lake Mountain",UT,OPEN,I,197.8,WNW,,449.475,444.475,,,,Utah,On-Air,,100,,,5620,UVHFS,,,7,Wide area: Utah County from Alpine to Payson.,,,"Full-time to  
        449.42500 (WA7GIE) at Salt Lake City, Nelson Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,CC1,KC7WSU,Lehi,UT,OPEN,,197.9,WNW,,447.05,442.05,,,,Utah,Off-Air,,,,,,,,,,,,,,,,,,,1,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,DMR-UTAH,,,1,1,1,,2,,,,,,,,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,197.9,ESE,,145.265,144.665,,,,El Paso,Off-Air,,100,100,,,CCARC,,Pikes Peak FM Association,"Closed autopatch, e-power.",Local. Good coverage of I25 in Colorado Springs.,,,,,Repeater has been moved.,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
448.875,-5,,KG7QWU,Lehi,UT,OPEN,,197.9,WNW,,448.875,443.875,,,,Utah,On-Air,,,,,,,,Rick Whittaker,"linked, e-power",I-15 from Lehi to Nephi. 30 mi radius.,,"Lehi Amateur Radio Club, Lehi CERT, LDS Church ERC",,,,"CERT, Lehi Cedar Hollow Stake, Saratoga Springs CERT",,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,197.9,ESE,,448.8,443.8,,,,El Paso,Off-Air,,100,100,,,CCARC,,Pikes Peak FM Assoc,,,,,,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,198.3,E,,147.045,147.645,,,,Adams,On-Air,,123,CSQ,,,CCARC,,Northglenn RA,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,WA7GIE,"Coalville, Lewis Peak",UT,OPEN,,198.4,NW,,147.36,147.96,,,,Summit,On-Air,,100,,,,UVHFS,,,9,"Wide area: Western side of the Salt Lake valley. Park City, Heber, Coalville and other nearby communities.",,Wasatch Back Tri-County ARC,,,,SCARC: Thu at 2100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,WA7GIE,"Coalville,  Lewis Peak",UT,CLOSED,,198.4,NW,,448.65,443.65,,,,Summit,On-Air,,,,,,UVHFS,,Desert ARS,9,"Wide area: Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,,WB7TSQ,"Coalville,  Lewis Peak",UT,OPEN,,198.4,NW,,448.9,443.9,,,,Summit,,,,,,,UVHFS,Unknown,,"Remote base, 9,304'.","Wide area: Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,WA7GIE,"Coalville,  Lewis Peak",UT,OPEN,,198.4,NW,,449.55,444.55,,,,Summit,On-Air,,100,,,,UVHFS,,,IRLP,"Wide area: Park City, Heber, Coalville and other nearby communities. Western side of the Salt Lake valley.",,,,,PL 131.8? Node usually connected to  5620 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,136.5,K7HEN,"Coalville, Lewis Peak",UT,OPEN,,198.5,NW,,147.24,147.84,,,,Summit,On-Air,,136.5,,,,UVHFS,,,"Autopatch, 9,304'.",Wide area.,,,"Full-time to  
        147.16000 (K7HEN) at Heber City, Strawberry Peak, UT .
 


Full-time to  
        147.14000 (K7MLA) at West Jordan, Butterfield Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,114.8,N7IMF,"Lehi, Lake Mountain",UT,OPEN,,198.5,WNW,,448.7,443.7,,,,Salt Lake,Off-Air,,114.8,,,,UVHFS,,,7,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,198.6,ESE,,448,443,,,,El Paso,On-Air,,107.2,,,,CCARC,,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,198.6,ESE,,147.345,147.945,,,,El Paso,On-Air,,107.2,107.2,,3854,CCARC,,,"Closed autopatch, e-power.",Wide area.,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,http://www.cmrg.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,198.6,ESE,,448.1,443.1,,,,El Paso,On-Air,,107.2,107.2,,,CCARC,,,"Closed autopatch, e-power.",Wide area.,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,198.6,ESE,,145.16,144.56,,,,El Paso,On-Air,,107.2,107.2,347086,3990,CCARC,,Colorado Repeater Association,"Closed autopatch, e-power.","Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",,CRA VHF Link System,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,Switch to this repeater at mile marker 170 on I-25.,,http://www.w0cra.org/info/cosprgs.html#145160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,198.6,ESE,,146.76,146.16,,,,El Paso,On-Air,,107.2,107.2,,,CCARC,,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,,W7SP,"Provo, Lake Mountain",UT,OPEN,EI,198.7,WNW,,146.76,146.16,,,,Utah,On-Air,,,,703269,3352,UVHFS,,Utah ARC,Closed autopatch.,"Wide area: Via mobile (50 watts, 1/4 wave or better): This repeater covers the Utah and Salt Lake Valleys, south along I-15 as far south as Filmore (spotty coverage,) portions of the west desert, and points north to the Idaho border. Very spotty coverage eastwards into the Wasatch. Via handie-talkie: Coverage is good in Utah county, marginal in many parts of Salt Lake county, particularly in the southern part of the valley.  Map . 90 mi radius.",,,,"While anyone may Dial In to this node, only UARC members will be given the ""prefix code"" that will allow them to Dial Out into the IRLP network.",7,Wednesday at 19:00,http://utaharc.org/rptr/76rpt.html,,,,DN40ag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.7,-1.6,107.2,KE7AU,"Provo, Lake Mountain",UT,OPEN,,198.8,WNW,,224.7,223.1,,,,Utah,Off-Air,,107.2,,,,UVHFS,,,7,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar valley and its surrounding communities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,198.8,E,,448.8,443.8,,,,Boulder,On-Air,,88.5,88.5,,,CCARC,,Longmont ARC,30,,,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,131.8,K7UCS,"Provo, Lake Mountain",UT,OPEN,,198.8,WNW,,145.23,144.63,,,,Utah,On-Air,,131.8,,,,UVHFS,,Utah Co ARES,E-power.,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.78,-0.6,100,K7UVA,"Orem, Lake Mountain",UT,OPEN,E,198.8,WNW,,146.78,146.18,,,,Utah,On-Air,,100,,762028,,UVHFS,,UVARC (Utah Valley Amateur Radio Club),,"Utah County, Salt Lake County",,UVARC (Utah Valley Amateur Radio Club),"Full-time to  
        448.20000 (K7UVA) at Orem, Lake Mountain, UT .
 


Full-time to  
        224.56000 (K7UVA) at Orem, Lake Mountain, UT .",,,Ladies Net: Tue 19:00 Youth Net: Thu 18:30 New Ham Net: Thu 19:00 Family History Net: Sat 20:00,http://uvarc.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.56,-1.6,100,K7UVA,"Orem, Lake Mountain",UT,OPEN,E,198.8,WNW,,224.56,222.96,,,,Utah,On-Air,,100,,762028,,UVHFS,,UVARC (Utah Valley Amateur Radio Club),10,"Utah County, Salt Lake County, Juab County",,UVARC (Utah Valley Amateur Radio Club),"Full-time to  
        448.20000 (K7UVA) at Orem, Lake Mountain, UT .
 


Full-time to  
        146.78000 (K7UVA) at Orem, Lake Mountain, UT .",,,Ladies Net: Tue 19:00 Youth Net: Thu 18:30 New Ham Net: Thu 19:00 Family History Net: Sat 20:0,http://uvarc.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.42,-1.6,156.7,W7WJC,"Provo, Lake Mountain",UT,OPEN,,198.8,WNW,,224.42,222.82,,,,Utah,On-Air,,156.7,,,,UVHFS,,Utah County Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,141.3,K7UCS,"Provo, Lake Mountain",UT,OPEN,,198.8,WNW,,147.28,147.88,,,,Utah,On-Air,,141.3,,,,UVHFS,,Utah Co ARES,E-power.,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar valley and its surrounding communities.,,,"Full-time to  
        449.67500 (K7UCS) at Provo, Lake Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,198.8,E,,147.27,147.87,,,,Boulder,On-Air,,100,100,,,CCARC,,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.",Wide area: Northern Colorado.,,,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,,http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,131.8,K7UCS,"Provo, Lake Mountain",UT,OPEN,,198.8,WNW,,449.975,444.975,,,,Utah,On-Air,,131.8,,,,UVHFS,,Utah Co ARES,7,Wide area: Utah County from Alpine to Payson. Utah Valley and Spanish Fork Canyon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,103.5,K7UCS,"Provo, Lake Mountain",UT,CLOSED,,198.8,WNW,,448.325,443.325,,,,Utah,Off-Air,,103.5,,,,UVHFS,,Utah Co ARES,7,Wide area: Utah County from Alpine to Payson.,,,"Full-time to  
        449.67500 (K7UCS) at Provo, Lake Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,198.8,E,,448.525,443.525,,,,Boulder,On-Air,,151.4,,223853,,CCARC,,N0EPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,K7UVA,"Orem, Lake Mountain",UT,OPEN,E,198.8,WNW,,448.2,443.2,,,,Utah,On-Air,,100,,762028,,UVHFS,,UVARC (Utah Valley Amateur Radio Club),10,"Utah County, Salt Lake County, Juab County",,UVARC (Utah Valley Amateur Radio Club),"Full-time to  
        146.78000 (K7UVA) at Orem, Lake Mountain, UT .
 


Full-time to  
        224.56000 (K7UVA) at Orem, Lake Mountain, UT .",,,"Ladies' Net Tue 1900, Youth Net Thu 1830, New Ham Net Thu 1900, Family History Net Sat 20:00",http://uvarc.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,77,WX7Y,"Draper, Lake Mountain",UT,OPEN,EI,199.4,WNW,,147.08,147.68,,,,Salt Lake,On-Air,,77,,64264,3270,UVHFS,,Sinbad Desert ARC,,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,,,,,,,http://sdarc.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,199.5,ESE,,446.9125,441.9125,,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",El Paso,On-Air,,,,,,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,199.5,ESE,,927.85,902.85,,,,Teller,On-Air,,D114,,,,CCARC,,CMRG,9,,,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,199.5,ESE,,145.375,144.77,,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",El Paso,Off-Air,,,,,,CCARC,,Cheyenne Mountain Repeater Group (CMRG),,wide area,,,,,Repeater off air for now.,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,,KC7KRY,"Eureka,  Eureka Peak",UT,OPEN,,199.5,WNW,,447.875,442.875,,,,Juab,,,,,,,UVHFS,Unknown,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,199.5,ESE,,53.13,51.43,,,,El Paso,On-Air,,107.2,107.2,,,CCARC,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,146.2,KC7MVI,"Eureka,  Eureka Peak",UT,OPEN,,199.5,WNW,,448.225,443.225,,,,Juab,Off-Air,,146.2,,,,UVHFS,,Utah Valley Comm College,"Autopatch, 4,300'.",Wide area: Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,199.5,ESE,,445.0625,440.0625,,,,El Paso,Off-Air,,,,,,CCARC,,Rocky Mountain Ham Radio,The DMR-MARC Worldwide Network,,,,,,,,,,1,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,199.5,ESE,,145.13,144.53,,,,El Paso,On-Air,,88.5,123,,,CCARC,,Colorado Connection,9,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,,Full-time to the  Colorado Connection System .,,Linked into the Colorado Connection System,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,199.9,ESE,,448.725,443.725,,,,El Paso,On-Air,,123,,,,CCARC,,KA0TTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,CC1,KC7WST,Saratoga Springs,UT,OPEN,,200.6,WNW,,447.05,442.05,,,,Utah,On-Air,,,,,,UVHFS,,KC7WSU,,North Utah County,,,,,,,http://www.dmr-utah.net,,1,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 311  1  311      USA  1  1776      Parrott  1  9998      Audio Test  1  9999      Utah Statewide 2  1  13149      Europe  2  2      TAC 310  2  310      DCI Bridge  2  3100      Utah  2  3149      Mountain Reg USA  2  3177      All TG's Off  2  111111      All TG's On  2  222222      Local  2  314900      Utah  2  314901      Local  2  314902    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,1,1,2,2,2,,,,,,,,2,,,1,1,1,2,,,,1,1,2,2,,,,,,,,,2,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,200.7,NNE,,448.3,443.3,,,,Carbon,,,100,,,,WRCG,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,200.7,NNE,,449.8,444.8,,,,Carbon,,,146.2,,,,WRCG,Unknown,Wyocomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,200.7,NNE,,146.7,146.1,,,,Carbon,On-Air,,162.2,,,7045,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,200.7,NNE,,146.76,146.16,,,,Carbon,On-Air,,100,,,,,,CCARS,,Wide area.,,,,,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
