Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,EchoLink,IRLP,Web links,Coordination,Last update,Coverage,Commands,On-air,Links,YSF Digital Enabled,DG-ID,WIRES-X,Affiliate,Features,Mixed-Mode,Notes,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,AllStar,Nets,Grid,Feed,Talkgroup Network,Talkgroups,Worldwide,North America,English,TAC 310,DCI Bridge,Texas,COMM 1,Local/Cluster,Texas/Oklahoma Regional USA,Colorado,Southern Colorado,Denver Regional,Amarillo WIRES-X,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Southwest USA,Hytera USA,Parrott,Audio Test,Location Photo,P25 Digital Enabled,NAC,Default Reflector,Northern Colorado,Kansas,CKRG,KansasLink,Bandwidth,BYRG,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network
444.9625,5,CC14,KA3IDN,Amarillo,TX,OPEN,,157.2,SSE,yes,444.9625,449.9625,,,Potter,On-Air,,,,DMR MARC,,yes,45,,,,,,,DMR-MARC,,,Time Slot #1 - Group Call 3 = DMR-MARC North America Time Slot #1 - Group Call 3777215= TRBO-6 Time Slot #1 - Group Call 3148= TX Statewide Time Slot #2 - Group Call 10 = West Texas Local,,,,yes,14,,,NorCal/West Texas Net DMR-MARC,,,NorCal,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local/Cluster  1  2  Full-Time    North America  1  3  Full-Time    NORCAL 1  1  621  PTT    NORCAL 5150  1  5150  Full-Time    COMM 1  1  3777215        2    PTT    Worldwide  2  1  PTT    North America  2  3  PTT    Local or Reflector  2  9  Full-Time    English  2  13  PTT    UA English 1  2  113  PTT    UA English 2  2  123  PTT    TAC 310  2  310  PTT    CAL 1  2  2251  PTT    Texas  2  3148      Southwest USA  2  3176  Full-Time    Hytera USA  2  4639  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    COMM 1  2  3777215  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,2,2,2,,2,2,1,,,,,,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
444.3,5,,W5JTC,Amarillo,TX,OPEN,W,157.2,SSE,yes,444.3,449.3,,,Potter,On-Air,,,,,,yes,,,,"Full-time to  
        147.00000 (W5WDR) at Borger, TX .
 


Full-time to  
        444.80000 (W5WDR) at Stinnett, TX .",yes,Open ↑ / Open ↓,21379,,Linked,,Normally linked to Borger (147.000) and Stinnett (444.800) Repeaters.,,,,,,,,Golden Spread Amateur Information Net. Tuesdays @ 6:30 PM Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.375,5,88.5,WR9B,Amarillo,TX,OPEN,,157.2,SSE,yes,441.375,446.375,88.5,,Randall,On-Air,,,,,,yes,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,157.2,NW,yes,224.72,223.12,103.5,103.5,El Paso,On-Air,w0mog,,,,,yes,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,,N5LTZ,Amarillo,TX,OPEN,,157.4,SSE,yes,146.92,146.32,,,Randall,,CRII,,,,TVHFS,yes,,,Unknown,,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,5,,N5LTZ,Amarillo,TX,CLOSED,,157.4,SSE,yes,443.5,448.5,,,Potter,,,,,,TVHFS,yes,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,88.5,N5ZLU,Amarillo,TX,OPEN,,157.4,SSE,yes,146.74,146.14,88.5,,Randall,On-Air,Southwest Lynx System,,,,TVHFS,yes,Wide area.,,,Full-time to the  Southwest Lynx System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,157.9,WNW,yes,449.975,444.975,100,100,Fremont,On-Air,K0JSC,,,http://www.k0jsc.com,CCARC,yes,,,,Full-time to the  The Fun Machine System .,,,,The Fun Machine,Simulcast TX / Voted RX with Cedarwood and Salida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,,W5TSV,Pampa,TX,OPEN,,158.2,SE,yes,146.9,146.3,,,Gray,On-Air,,,,,TVHFS,yes,Wide area. 35 mi radius.,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.475,5,88.5,W5WX,Amarillo,TX,OPEN,,158.7,SSE,yes,444.475,449.475,,,Randall,On-Air,Panhandle Amateur Radio Club,,,,TVHFS,yes,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,88.5,N5LTZ,Pampa,TX,OPEN,,158.7,SE,yes,444.4,449.4,88.5,,Gray,On-Air,,,,Caprock Intertie,TVHFS,yes,,,,,,,,Caprock Intertie,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,88.5,W5WX,Amarillo,TX,OPEN,,158.7,SSE,yes,147.34,147.94,,,Randall,On-Air,Panhandle Amateur Radio Club,,,,TVHFS,yes,,,,,yes,Open ↑ / Open ↓,,ARRL,,,,,,,,,,,PARC Before Dark Net: Weekdays 17:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,159.2,WNW,yes,447.975,442.975,100,100,Fremont,On-Air,K0JSC,363976,7301,http://www.k0jsc.com,CCARC,yes,"Canon City area. 
   Repeater Coverage Map",,,Full-time to the  The Fun Machine System .,,,,,Autopatch.,,,,,,,,,28368,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,160,NW,yes,927.725,902.725,D114,D114,Teller,On-Air,WA6IFI,,,Yahoo Group,CCARC,yes,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,160,NW,yes,147.18,147.78,100,,El Paso,On-Air,AA0SP,,,,CCARC,yes,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,,,,,,E-power (solar).,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,160,NW,yes,446.95,441.95,,,Teller,On-Air,Rocky Mountain Ham Radio,,,,,yes,Monument Hill through Pueblo.,,,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,RMHAM,,,,,,,yes,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,,160.2,NNE,yes,444.75,449.75,162.2,162.2,Thomas,,,,,K-Link Repeater Network,Kansas Repeater Council,yes,"Wide area. 
 Click for coverage map.  50 mi radius.",,Unknown,,,,,K-Link Repeater Network,"Linked to K-Link Repeater Network 
E-power (batt) 
Allstar 46010",,"Repeater is intermittently off-air, and the Allstar node is down.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,141.3,K0ECT,Colby,KS,OPEN,,160.2,NNE,yes,444.4,449.4,141.3,,Thomas,On-Air,,,,http://skect.org/default.aspx,Kansas Repeater Council,yes,,,,Full-time to the  SKECT System .,,,,,,,"Repeater has zero hang-time, which gives the appearance that it's down.  It does work!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,160.4,SW,yes,147.2,147.8,67,,Mora,On-Air,,,,http://nm5ml.com/,,yes,,,,Full-time to the  Mega-Link System .,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,156.7,NW0K,Colby,KS,OPEN,I,160.4,NNE,yes,146.82,146.22,156.7,156.7,Thomas,On-Air,TARC,,7552,,Kansas Repeater Council,yes,Local,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,160.4,SW,yes,145.37,144.77,141.3,,Mora,Off-Air,NMEMA ARC,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,160.7,WSW,yes,147.34,147.94,100,,Colfax,On-Air,Taos ARC,,,Taos Amateur Radio Club,NMFCC,yes,Wide area.,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,,N5LTZ,Canadian,TX,CLOSED,,161.2,SE,yes,443.75,448.75,,,Hemphill,,,,,,TVHFS,yes,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.85,5,88.5,N5LTZ,Miami,TX,OPEN,,161.6,SE,yes,444.85,449.85,88.5,,Roberts,On-Air,,,,,TVHFS,yes,,,,,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,162.5,WNW,yes,927.7,902.7,D114,D114,Fremont,On-Air,Royal Gorge ARC,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,162.7,WNW,yes,446.7375,441.7375,,,Fremont,On-Air,,,,http://www.k0jsc.com,CCARC,yes,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,,Full-time to the  Colorado TRBO System .,,,,Rocky Mountain Ham Radio,IPSC Link to the Colorado network on Talk Slot 2.,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,,yes,7,,,,DM78ii,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,2,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,162.7,WNW,yes,447.75,442.75,103.5,103.5,Fremont,On-Air,RGARC,,3081,Royal Gorge Amateur Radio Club,CCARC,yes,,,,,,,,,E-power (Bat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,162.7,WNW,yes,53.03,51.33,88.5,88.5,Fremont,On-Air,WB0WDF,,,Http://www.qsl.net/rghc,CCARC,yes,,,,,,,,RGARC,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,162.7,WNW,yes,223.96,222.36,103.5,103.5,Fremont,On-Air,RGARC,,,,CCARC,yes,"Wide area. 
   Repeater Coverage Map",,,,,,,,"E-power (Bat), Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,162.7,WNW,yes,145.49,144.89,103.5,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,,,Royal Gorge Amateur Radio Club,CCARC,yes,,,,,,,,Colorado ARES Region 5 District 1,E-power (Bat),,,,,,,,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,162.7,WNW,yes,447.25,442.25,100,100,Fremont,On-Air,,363976,7301,K0JSC dot Com,CCARC,yes,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,28368,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",DM78ik,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,163.6,WNW,yes,448.15,443.15,103.5,103.5,Custer,On-Air,Royal George ARC,,,http://www.qsl.net/rghc,CCARC,yes,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,163.6,WNW,yes,927.775,902.775,D116,D116,Custer,On-Air,Royal Gorge Amateur Radio Club,,,,CCARC,yes,,,,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,163.6,WNW,yes,919.1,894.1,88.5,CSQ,Pueblo,Off-Air,Pueblo HC,,,,CCARC,yes,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,163.6,WNW,yes,448.325,443.325,100,100,Custer,On-Air,,,,,,yes,,,,Full-time to the  The Fun Machine System .,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,163.6,WNW,yes,147.06,147.66,77,77,Custer,On-Air,http://www.qsl.net/rghc,,,,CCARC,yes,,,,,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,165,NW,yes,448.45,443.45,100,,El Paso,On-Air,Pikes Pk FM Assoc,,,PPFMA Repeaters,CCARC,yes,Wide area.,,,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,165,NW,yes,146.97,146.37,100,123,El Paso,On-Air,Pikes Peak FM Assoc,,,PPFMA Repeaters,CCARC,yes,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,"Closed autopatch, e-power.",,,,,,,,,,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,165.4,WSW,yes,444.975,449.975,123,,Taos,On-Air,N5TSV,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.575,5,162.2,K0HAM,"Ransom, K-Link",KS,OPEN,,165.9,E,yes,443.575,448.575,162.2,162.2,Ness,On-Air,N7JYS,,,K-Link Repeater Network,Kansas Repeater Council,yes,Click for coverage map.  40 mi radius.,,,"Full-time to  
        442.45000 (N7JYS) at Hays, K-Link, KS .
 


Full-time to the  K-Link System .",,,,K-Link Repeater Network,,,,,,,,,,,ARES: Saturdays 21:00 local,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,165.9,WSW,yes,147.14,147.74,67,,Taos,On-Air,,,,http://www.taosarc.com/,,yes,,,,Full-time to the  Mega-Link System .,,,,TaosARC,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,,WA5EMA,Tucumcari,NM,OPEN,E,166.4,SSW,yes,443.75,448.75,,,Quay,On-Air,WA5EMA,406798,,,NMFCC,yes,Local coverage in town.,,,,,,,,,,EchoLink active during daytime hours.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA5EMA,Tucumcari,NM,OPEN,,166.4,SSW,yes,146.88,146.28,,,Quay,On-Air,WA5EMA,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,,WA5EMA,Tucumcari,NM,OPEN,,166.4,SSW,yes,224.98,223.38,,,Quay,,WA5EMA,,,,NMFCC,yes,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,167.3,NW,yes,224.94,223.34,67,,Teller,Testing,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,167.3,NW,yes,147.015,147.615,107.2,,Teller,On-Air,Mountain ARC,,,,CCARC,yes,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,,E-power.,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,167.3,NW,yes,1287.7,1267.7,67,,Teller,Testing,WB0WDF,,,,CCARC,yes,,,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,167.3,NW,yes,145.46,144.86,67,,Teller,On-Air,WB0WDF,,,,CCARC,yes,,,,,,,,RGARC,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,167.3,NW,yes,447.4,442.4,67,,Teller,On-Air,WB0WDF,,,,CCARC,yes,,,,,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,167.4,WSW,yes,145.39,144.79,100,,Taos,On-Air,Taos ARC,,,Taos Amateur Radio Club,NMFCC,yes,Wide area.,,,,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,168.2,WNW,yes,449,444,67,67,Fremont,On-Air,WB0WDF,,,Mega Link,CCARC,yes,,,,Full-time to the  Mega-Link System .,,,,,"E-power (Solar, Wind)",,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.11,-0.6,88.5,KA5KQH,Miami,TX,OPEN,,168.2,SE,yes,145.11,144.51,88.5,,Roberts,,,,,,TVHFS,yes,,,Unknown,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tucumcari, Tucumcari Mountain",NM,OPEN,,168.3,SSW,yes,147.22,147.82,100,,Quay,On-Air,Mega-Link Rptr System,,,,NMFCC,yes,Wide area.,,,Full-time to the  Mega-Link System .,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,168.9,NW,yes,447.725,442.725,100,100,El Paso,On-Air,K0NR,,,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,yes,Local.,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.81,-1.7,131.8,W5HFZ,Buffalo,OK,OPEN,,169.1,SE,yes,52.81,51.11,131.8,,Harper,,Great Bison Amateur Radio Group (GBARG),,,,ORSI,yes,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,131.8,W5HFZ,Buffalo,OK,OPEN,,169.2,SE,yes,145.13,144.53,131.8,,Harper,,GBARG,,,,ORSI,yes,,,Unknown,,,,,,WX.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.075,5,131.8,W5HFZ,Buffalo,OK,OPEN,,169.2,SE,yes,442.075,447.075,131.8,,Harper,,GBARG,,,,ORSI,yes,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,203.5,W5GPR,Buffalo,OK,OPEN,,170.3,SE,yes,147.12,147.72,203.5,,Harper,,GPARC,,,,ORSI,yes,30,,Unknown,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,88.5,N5LTZ,Canyon,TX,OPEN,,170.5,SSE,yes,443.65,448.65,88.5,,Randall,On-Air,,,,,TVHFS,yes,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,172,NW,yes,145.415,144.815,179.9,,Teller,,MARC,,,,CCARC,yes,,,Unknown,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,172,NW,yes,449.325,444.325,103.5,103.5,Teller,On-Air,KA4EPS,,,,CCARC,yes,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",,,,,,,Amateur Radio Motorcycle Club,E-power. Allstar Node 27976,,Node # 27976,,,,,,,27976,"Sunday 1500 MST
Tuesday 1730 MST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,172,NW,yes,927.9,902.9,D205,D205,Teller,On-Air,MARC,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,172,NW,yes,146.82,146.22,107.2,,Teller,On-Air,Mountain ARC,,,,CCARC,yes,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,E-power.,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,172,NW,yes,448.65,443.65,107.2,,Teller,On-Air,Mountain ARC (MARC),,,,CCARC,yes,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,MARC,E-power.,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
