Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Affiliate,Last update,Sponsor,Coordination,Web links,Downlink Tone,Op Status,Features,Links,IRLP,Commands,Notes,Nets,EchoLink,DMR Enabled,Color Code,Wide Network,AllStar,D-STAR Enabled,Node,Sources,Grid,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Local Network,Local/Cluster,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Worldwide English,N. Colorado,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Wyoming,WyLOCAL,Local
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,178.8,E,,449.65,444.65,,Denver,,,,,Colorado Amateur Repeater Network (CARN),CCARC,,,On-Air,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,178.8,E,,449.675,444.675,,Denver,,,,,Colorado Amateur Repeater Network (CARN),CCARC,,,On-Air,,,7708,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,178.8,E,,447.9,442.9,CSQ,Denver,,,,,WB0TPT,CCARC,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,178.8,E,,447.925,442.925,100,Denver,,,,,RADOPS El Jebel Shriners,CCARC,,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,178.9,E,,449.3,444.3,100,Adams,,,,,N1UPS,CCARC,,,On-Air,,,3699,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,178.9,E,,146.715,146.115,123,Denver,,,,,EARS,CCARC,,123,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,178.9,E,,448.075,443.075,123,Denver,,,,,W0IG,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,178.9,E,,448.55,443.55,82.5,Denver,,,,,HPRA,CCARC,,,Off-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,178.9,E,,145.475,144.875,100,Jefferson,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,Intermountain Repeater Group,CCARC,Intermountain Repeater Group,,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,179,E,,448.925,443.925,131.8,Boulder,,,,,W0LMA,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,179,E,,449.825,444.825,103.5,Boulder,,Along the foothills and into Boulder where the 94 repeater is shadowed.,,,Rocky Mountain Radio League,CCARC,Repeater,,On-Air,6,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,88.5,WX7Y,"Scofield, Boardinghouse Rdge",UT,OPEN,,179.1,WNW,,224.98,223.38,88.5,Carbon,Unknown,"Wide area: Price, Wellington, Helper, and Huntington areas.",,,"Intermountain Repeater Emergency Amateur Network,  Sinbad Desert ARC",UVHFS,,,,Remote base.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,179.1,E,,447.175,442.175,100,Denver,,,,,W0JRL,CCARC,,100,On-Air,,,,Standard AllStar Link access commands.,,,201712,,,,29997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,180,E,,146.76,146.16,100,Boulder,,Wide area.,Boulder County ARES,,Rocky Mtn VHF Soc,CCARC,,,On-Air,5,,,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,180.9,E,,447.525,442.525,203.5,Douglas,,"Denver metropolitan area, front range foothills",Colorado ARES,,EmComm Colorado,CCARC,,146.2,On-Air,,,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,182.7,E,,147.045,147.645,123,Adams,,,,,Northglenn RA,CCARC,,CSQ,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,182.8,ESE,,448.975,443.975,100,Pueblo,,,,,,CCARC,http://www.k0jsc.com,100,On-Air,,Full-time to the  The Fun Machine System .,7301,,Off air.  Will return to service,,363976,,,,28368,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,136.5,KG7DSO,"Vernal, Tabby Mountain",UT,OPEN,,183.2,NW,,147.34,147.94,136.5,Uintah,,Wide area.,Roosevelt Junior High School Amateur Radio Club,,Borderline Amateur Radio Club,UVHFS,,,On-Air,,"Full-time to  
        147.10000 (W7BAR) at Vernal, Blue Mountain, UT .",,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,184.3,E,,448.7,443.7,146.2,Douglas,,Local North Parker only,,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,184.8,SE,,145.175,144.575,141.3,Taos,,,,,NMEMA ARC,NMFCC,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,184.8,SE,,146.76,146.16,67,Taos,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,Taos ARC,,,,On-Air,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,W7DHH,"Ephraim, Horseshoe",UT,OPEN,I,186.1,WNW,,146.66,146.06,100,Sanpete,,Wide area: Provo to Salina.,,,Skyline Repeater System,UVHFS,,,On-Air,"Autopatch, 10,350'.",,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.64,-1.6,,N7IMF,"Ephraim,  Horseshoe",UT,OPEN,,186.1,WNW,,224.64,223.04,,Sanpete,Unknown,Wasatch Front from Payson to Tremonton.,,,,UVHFS,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"Indianola, Indianola Peak",UT,OPEN,I,186.1,WNW,,146.72,146.12,100,Sanpete,,Northern San Pete County,Skyline Radio Club,,W7REL and Sanpete County,UVHFS,,,On-Air,,Full-time to the  Skyline Repeater System .,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,186.2,E,,448.275,443.275,156.7,Arapahoe,,,,,W0BG,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,186.2,E,,448.825,443.825,,Arapahoe,,,,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,30584,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,186.2,E,,448.5,443.5,100,Denver,,Greater Denver area.,,,Castle Rock Repeater Group,CCARC,,,On-Air,E-power.,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,186.2,E,,448.4,443.4,94.8,Arapahoe,,,,,,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,186.4,E,,448.8,443.8,88.5,Boulder,,,,,Longmont ARC,CCARC,,88.5,On-Air,30,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,186.4,E,,448.525,443.525,151.4,Boulder,,,,,N0EPA,CCARC,,,On-Air,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,186.4,E,,147.27,147.87,100,Boulder,,Wide area: Northern Colorado.,,,Longmont ARC (LARC),CCARC,http://w0eno.org/?q=node/11,100,On-Air,"Closed autopatch, e-power, EchoLink.","Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,186.5,E,,449.15,444.15,,Arapahoe,,,,,Colorado Amateur Repeater Network (CARN),CCARC,,,On-Air,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,186.7,ESE,,447.2,442.2,,El Paso,,"Falcon, Black Forest, Peyton Areas",Garden of the Gods Amateur Radio Club,,GGARC,,,,Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,187,E,,445.075,440.075,,Douglas,,,,,Parker Radio Association,CCARC,http://www.parkerradio.org,,On-Air,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,,,Mixed Mode,Mondays 20:30 MST,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,187.1,SE,,145.355,144.755,100,Huerfano,,,,,N0JPX,CCARC,,,On-Air,"E-power, linked.",,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,187.3,ESE,,447.625,442.625,100,El Paso,,,The Fun Machine,,KD0MDP,,,100,On-Air,Linked.,Full-time to the  The Fun Machine System .,7301,,,,363976,,,,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,187.5,E,,446.85,441.85,,Douglas,,,,,Parker Radio Association,CCARC,http://parkerradio.org,,On-Air,D-Star B module,,,,,,,,,,,,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,187.6,E,,145.19,144.59,151.4,Arapahoe,,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,,N0OBA,,,131.8,On-Air,Autopatch (please contact trustee).,,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,188,E,,145.4,144.6,100,Arapahoe,,Greater Denver area.,,,Castle Rock Repeater Group,CCARC,,,On-Air,"Autopatch, e-power.","Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,188.8,ESE,,147,147.6,,Pueblo,,,,,Carl Higbee,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,188.8,E,,449.425,444.425,D023,Arapahoe,,,,,K0PWO,,,D023,Off-Air,,,,,Colorado SNP (Shared non-protected pair),,,,,,29791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,190.1,ESE,,145.115,144.515,88.5,Pueblo,,,,,Pueblo Ham Club,CCARC,,,Off-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,190.1,ESE,,447.7,442.7,210.7,Pueblo,,,,,,CCARC,,210.7,Off-Air,,,7389,,,,,,0,,29228,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,190.1,ESE,,146.88,146.28,88.5,Pueblo,,Wide area.,,,Pueblo HC,CCARC,,CSQ,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,190.1,ESE,,449.725,444.725,100,El Paso,,,,,N0PWZ,CCARC,,,On-Air,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,190.1,ESE,,146.655,146.055,123,Pueblo,,,,,K0ST,CCARC,,CSQ,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,190.3,ESE,,147.24,147.84,103.5,Pueblo,,Pueblo and Fremont Counties,,,TARA,CCARC,,CSQ,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,190.3,ESE,,447.275,442.275,100,Pueblo,,,The Fun Machine,,,CCARC,The Fun Machine,100,On-Air,,Full-time to the  The Fun Machine System .,,,"Moved to Pueblo.  Now called ""Pueblo Metro""","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,190.3,SW,,448.6,443.6,100,San Juan,,Wide Area.,Intermountain Intertie,,Utah VHF Society,UVHFS,http://utahvhfs.org/snowlink.html,,On-Air,,"Full-time to  
        448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ .
 


Full-time to the  Intermountain Intertie System .",,,,UVHFS: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,190.3,ESE,,446.9875,441.9875,,Pueblo,,,RMHAM,,,CCARC,Rocky Mountain Ham Radio,,Off-Air,,Full-time to the  Colorado TRBO System .,,,,,,,6,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,191.4,ESE,,447.95,442.95,88.5,Pueblo,,Wide area.,,,Pueblo Ham Club,CCARC,Pueblo Ham Club,,On-Air,E-power.,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,191.4,ESE,,146.79,146.19,88.5,Pueblo,,Wide area.,,,Pueblo HC,CCARC,Pueblo Ham Club,CSQ,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,191.4,ESE,,224.26,222.66,88.5,Pueblo,,Wide area.,,,Pueblo Ham Club,CCARC,PHC repeaters,CSQ,Off-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,191.9,SE,,449.75,444.75,100,Las Animas,,,The Fun Machine,,N0ZSN,CCARC,The Fun Machine,100,On-Air,,Full-time to the  The Fun Machine System .,7301,,,,363976,,,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,192,E,,448.15,443.15,141.3,Denver,,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",,,K0GUR,CCARC,k0jsc.com,141.3,On-Air,E-power (batt).  2 meter and 70cm channel steerable remote bases.,Full-time to the  The Fun Machine System .,,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",24340,,,,29436,,,,DM79pt,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,193,SW,,146.96,146.36,100,San Juan,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",Intermountain Intertie,,KE7OZE,UVHFS,,,On-Air,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,193,SW,,449.925,444.925,100,San Juan,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,Lake Powell ARG,UVHFS,,,On-Air,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,193,SW,,448.75,443.75,100,San Juan,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,UVHFS,,,On-Air,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,194,NNW,,146.61,146.01,100,Sweetwater,,Wide area: SW Wyoming,,,Sweetwater RACES,WRCG,http://wy7u.angelfire.com,,On-Air,Autopatch.,,,,,Sun at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,194,NNW,,146.94,146.34,100,Sweetwater,,Wide area.,,,Sweetwater ARC,WRCG,,,On-Air,,Full-time to the  HERC System .,,,,,357388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,194.1,NE,,147.195,147.795,100,Larimer,,,,,Loveland Repeater Assoc,CCARC,,,On-Air,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,194.8,NE,,449.425,444.425,94.8,Larimer,,,,,,,,,On-Air,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,194.8,NE,,927.875,902.875,D114,Larimer,,,,,WA6IMI,CCARC,,,Off-Air,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,194.9,NE,,447.7,442.7,100,Larimer,,Wide Area Coverage,,,Northern Colorado Amateur Radio Club,,http://ncarc.net/,100,On-Air,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,131.8,N7YFZ,Manti,UT,OPEN,,194.9,WNW,,449.75,444.75,131.8,Sanpete,Unknown,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",,,,UVHFS,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,195,NE,,224.84,223.24,100,Larimer,,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,,Northern Colorado ARC,,,100,On-Air,"E-power, 25 watts.","Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,195,NE,,146.625,146.025,100,Larimer,,Wide area: Northern front range.,,,Northern Colorado ARC,CCARC,,100,On-Air,E-power.,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,195.5,E,,927.8375,902.025,,Douglas,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,CCARC,,,On-Air,,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,196.3,NE,,224.32,222.72,100,Larimer,,,,,KN6VV,CCARC,,100,Off-Air,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
