Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Features,Coordination,Last update,Uplink Tone,DMR Enabled,Color Code,Wide Network,Coverage,Affiliate,Links,Notes,Web links,EchoLink,IRLP,Downlink Tone,Grid,Commands,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Nets,On-air,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,AllStar,YSF Digital Enabled,DG-ID,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Feed,WIRES-X,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Location Photo
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,40.2,NE,yes,449.725,444.725,,,,Weld,On-Air,K0OJ,"Autopatch, WX.",CCARC,yes,127.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,40.3,NE,yes,146.85,146.25,,,,Weld,On-Air,Northern Colorado ARC,"E-power, WX.",CCARC,yes,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,40.4,NNE,yes,147.39,147.99,,,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,,CCARC,yes,,yes,2,,"Fort Collins east side, into Red Feather Lakes area.",,,,Documentation,,,,,,,,,,,,Tac 310 Net: Sun at 18:00.,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,2,1,,1,1,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,40.5,SE,yes,448.7,443.7,,,,Douglas,On-Air,,,,yes,146.2,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,40.6,NNE,yes,449.85,444.85,,,,Larimer,On-Air,CO State Univ ARC,Closed autopatch.,CCARC,yes,100,,,,Map,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,40.9,NE,yes,147,147.6,,,,Weld,On-Air,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",CCARC,yes,100,,,,,,,,,,3839,100,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,40.9,NE,yes,449.325,444.325,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",Weld,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,40.9,NE,yes,448.475,443.475,,,,Weld,On-Air,Weld Amateur Radio Society (WARS),,CCARC,yes,100,,,,,,,,http://www.warsco.org/,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,41.3,N,yes,447.7,442.7,,,,Larimer,On-Air,Northern Colorado Amateur Radio Club,,,yes,100,,,,Wide Area Coverage,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,http://ncarc.net/,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,41.7,N,yes,224.84,223.24,,,,Larimer,On-Air,Northern Colorado ARC,"E-power, 25 watts.",,yes,100,,,,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,41.7,N,yes,146.625,146.025,,,,Larimer,On-Air,Northern Colorado ARC,E-power.,CCARC,yes,100,,,,Wide area: Northern front range.,,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,42.5,SSE,yes,449.95,444.95,,,,Douglas,On-Air,W9SL Owner,,CCARC,yes,77,,,,Primarily to the North along I-25 corridor,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,42.7,SSE,yes,447.525,442.525,,,,Douglas,On-Air,EmComm Colorado,,CCARC,yes,203.5,,,,"Denver metropolitan area, front range foothills",Colorado ARES,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,43.5,SSW,yes,146.895,146.295,,,,Park,On-Air,AB0RR,25,CCARC,yes,100,,,,285,,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,Park County Radio Club (PCRC),,,100,,,,,,,,,Wed at 19:30.,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,43.6,NNE,yes,447.2,442.2,,,,Weld,On-Air,N6RFI,,CCARC,yes,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,43.9,NNE,yes,446.775,441.775,,,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,,CCARC,yes,,yes,2,,"Fort Collins east side, into Red Feather Lakes area.",Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",W0DMR,,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,,,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,,1,,,2,2,1,1,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,49.4,SE,yes,445.075,440.075,,,,Douglas,On-Air,Parker Radio Association,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,CCARC,yes,,yes,1,,,,,Mixed Mode,http://www.parkerradio.org,,,,,,,,,,,,Mondays 20:30 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,49.6,NNE,yes,448.325,443.325,,,,Larimer,On-Air,,,CCARC,yes,110.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,49.7,SE,yes,927.8375,902.025,,,,Douglas,On-Air,,,CCARC,yes,,,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,yes,294,yes,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,52.5,S,yes,447.525,442.525,,,,Douglas,On-Air,EmComm Colorado,,CCARC,yes,146.2,,,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",Colorado ARES,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,52.5,S,yes,446.925,441.925,,,,Douglas,On-Air,,,CCARC,yes,,yes,7,,,,Full-time to the  Colorado TRBO System .,See the website for programming info.,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,2,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,53.3,SE,yes,446.85,441.85,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Douglas,On-Air,Parker Radio Association,D-Star B module,CCARC,yes,,,,,,,,,http://parkerradio.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,53.8,SW,yes,445.0875,440.0875,,,,Fremont,On-Air,K2AD,,,yes,,yes,7,,,Rocky Mountain Ham Radio,,,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,54.2,SW,yes,147.39,147.99,,,,Summit,On-Air,Colorado Connection,12,CCARC,yes,88.5,,,,Wide area.,,Full-time to the  Colorado Connection System .,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx",Breckenridge Repeater,,,123,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,55,SW,yes,146.7,146.1,,,,Summit,On-Air,GRARC,E-power.,CCARC,yes,107.2,,,,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,59.2,W,yes,147.075,147.675,,,,Grand,On-Air,Colorado Connection,,CCARC,yes,88.5,,,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,Full-time to the  Colorado Connection System .,Part of the Colorado Connection system of Repeaters,,,,123,,,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,59.4,SSE,yes,147.225,147.825,,,,Douglas,On-Air,Colorado Repeater Association (CRA),Closed autopatch,CCARC,yes,107.2,,,,Wide area,CRA VHF Link System,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,Colorado Repeater Association,347086,3990,107.2,,,,,,,,,"CRA Net, Sunday 9AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,59.4,SSE,yes,449.975,444.975,,,,Douglas,On-Air,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,CCARC,yes,100,,,,,The Fun Machine,Full-time to the  The Fun Machine System .,"Can be linked to Allstar, Echolink and others by a Sysop",The Fun Machine,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,59.4,SSE,yes,448.425,443.425,,,,Douglas,On-Air,Colorado Repeater Association (CRA),,,yes,107.2,,,,Wide area,ARESDEC,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,http://www.w0cra.org,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,59.9,S,yes,446.875,441.875,,,,Douglas,On-Air,W0VG,,CCARC,yes,,yes,6,,,RMHAM,Full-time to the  Colorado TRBO System .,,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,2,2,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,63.4,SSE,yes,145.19,144.59,,,,Douglas,On-Air,N0OBA Owner,,,yes,131.8,,,,Wide area coverage at 8300,,,,,10079,,131.8,,,,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,64,WSW,yes,224.8,223.2,,,,Eagle,Off-Air,ECHO,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,64,WSW,yes,449.9,444.9,,,,Eagle,Off-Air,ECHO,,CCARC,yes,107.2,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,64.2,WSW,yes,146.61,146.01,,,,Eagle,On-Air,ECHO,11,CCARC,yes,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,67.2,SSE,yes,447.725,442.725,,,,El Paso,On-Air,K0NR,30,CCARC,yes,100,,,,Local.,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,67.7,WSW,yes,147.345,147.945,,,,Eagle,On-Air,Colorado Connection,9,CCARC,yes,88.5,,,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,,Full-time to the  Colorado Connection System .,,,,,123,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,67.7,WSW,yes,445.075,440.075,,,,Eagle,On-Air,K2AD,,CCARC,yes,,yes,7,,,Rocky Mountain Ham Radio,,,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,68,S,yes,147.36,147.96,,,,Park,On-Air,,E-power.,CCARC,yes,107.2,,,,Wide area.,,,,CMRG Repeaters,,3854,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,68,S,yes,146.685,146.085,,,,Park,On-Air,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,yes,107.2,,,,,,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,107.2,,Autopatch: 911,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,70.3,SW,yes,145.445,144.845,,,,Lake,On-Air,Colorado Connection,E-power (solar).,CCARC,yes,88.5,,,,,,Full-time to the  Colorado Connection System .,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,70.6,SW,yes,447.125,442.125,,,,Park,On-Air,KC0UFO,Emergency automatic generator.,CCARC,yes,103.5,,,,"Covers Fairplay, Alma, and western South Park.","Park County Radio Club, AB0PC",,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,,,103.5,DM69wf,,,,,,,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,71,SW,yes,445.05,440.05,,,,Lake,On-Air,K2AD,,CCARC,yes,,yes,7,,,Rocky Mountain Ham Radio,,,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,2,2,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,71.5,S,yes,146.82,146.22,,,,Teller,On-Air,Mountain ARC,E-power.,CCARC,yes,107.2,,,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,71.5,S,yes,447.675,442.675,,,,Teller,On-Air,Mountain Amateur Radio Club (MARC),E-power.,CCARC,yes,179.9,,,,,,,,,,,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,71.5,S,yes,448.65,443.65,,,,Teller,On-Air,Mountain ARC (MARC),E-power.,CCARC,yes,107.2,,,,,MARC,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,71.5,S,yes,927.9,902.9,,,,Teller,On-Air,MARC,,CCARC,yes,D205,,,,,,,,,,,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,71.5,S,yes,145.415,144.815,,,,Teller,,MARC,"Closed autopatch, e-power.",CCARC,yes,179.9,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,71.5,S,yes,449.025,444.025,,,,Teller,,Mountain Amateur Radio Club (MARC),Linked.,CCARC,yes,141.3,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,71.5,S,yes,449.325,444.325,,,,Teller,On-Air,KA4EPS,E-power. Allstar Node 27976,CCARC,yes,103.5,,,,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",Amateur Radio Motorcycle Club,,Node # 27976,,,,103.5,,,,,,,,,"Sunday 1500 MST
Tuesday 1730 MST",,,,,,27976,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,71.7,S,yes,449.7,444.7,,,,Park,,CMRG,,CCARC,yes,107.2,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,73.1,NW,yes,145.16,144.56,,,,Jackson,On-Air,Colorado Connection,8,CCARC,yes,88.5,,,,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",,Full-time to the  Colorado Connection System .,Part of the Colorado Connection system of repeaters.,,,,123,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,74.1,SSW,yes,446.7625,441.7625,,,,Park,On-Air,K7PFJ,,,yes,,yes,0,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,75.1,NNE,yes,449.9375,444.9375,,,,Laramie,On-Air,,,WRCG,yes,,yes,7,,,,Full-time to the  Rocky Mountain Ham System .,,https://www.rmham.org/wordpress/,,,,,,,,,,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,75.8,SW,yes,147.24,147.84,,,,Lake,Off-Air,,,CCARC,yes,156.7,,,,,,,,,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,75.8,SSE,yes,447.625,442.625,,,,El Paso,On-Air,KD0MDP,Linked.,,yes,100,,,,,The Fun Machine,Full-time to the  The Fun Machine System .,,,363976,7301,100,,,,,,,,,,,,,,,28299,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,77.6,NNE,yes,449.3,444.3,,,,Laramie,On-Air,WU7G,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,78.6,N,yes,448.15,443.15,,,,Laramie,Off-Air,KB7SWR,,WRCG,yes,100,,,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,79.4,E,yes,448.2,443.2,,,,Morgan,On-Air,,Mixed Mode,CCARC,yes,,yes,7,,,NEAHR,Full-time to the  Colorado TRBO System .,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,80.2,NNE,yes,146.775,146.175,,,,Laramie,On-Air,Shy-Wy Amateur Radio Club,"E-power, WX.",WRCG,yes,114.8,,,,,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,,,,,,,,,,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,81,SSE,yes,224.72,223.12,,,,El Paso,On-Air,w0mog,,,yes,103.5,,,,Local,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,81.2,NNE,yes,147.105,147.705,,,,Laramie,On-Air,ShyWyArc,,WRCG,yes,114.8,,,,,,,,,,,91.5,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,81.2,NNE,yes,145.235,144.635,,,,Laramie,On-Air,N7GT,,WRCG,yes,114.8,,,,Local: Cheyenne.,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
