Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,Downlink Tone,Web links,Commands,On-air,Grid,Links,YSF Digital Enabled,DG-ID,Mixed-Mode,Nets,Notes,Affiliate,DMR Enabled,Color Code,Wide Network,EchoLink,IRLP,AllStar,Local Network,Talkgroups,Worldwide English,North America,Simplex,TAC 310,TAC 311,DCI Bridge,Echo Test,Hytera USA Reflector,MPRG 2,NW7RG-USA,USA - Area 7 4647,Local/Cluster,Montana,MPRG,D-STAR Enabled,Node,Sources,BGV,Parrot,WIRES-X,Talkgroup Network,Idaho,Bandwidth,P25 Digital Enabled,NAC,Default Reflector,Feed
444.5,5,136.5,K7EMF,"Spokane, Krell Mtn",WA,OPEN,,149.9,NW,,444.5,449.5,,Spokane,On-Air,Wide Area Centered On Spokane,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.25,-25,114.8,W7RGW,"Spokane, Krell Hill",WA,OPEN,,149.9,NW,,927.25,902.25,114.8,Spokane,On-Air,,,,IACC,,114.8,,,,DN17IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,W7UPS,"Spokane, Krell Hill",WA,OPEN,E,149.9,NW,,145.39,144.79,100,Spokane,On-Air,Wide area.,,E-power.,IACC,,100,http://w7ups.com,,,,,,,,,Wide area coverage on PL 100.0. Local area coverage for Echolink preferred on 127.3.,,,,,130935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,KA7ENA,"Spokane, Tower Mountain",WA,OPEN,,150.6,NW,,145.37,144.77,141.3,Spokane,On-Air,,KA7ENA,,IACC,,141.3,,,,DN17IO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,100,KC7AAD,"Spokane, Krell",WA,OPEN,,150.6,NW,,444.125,449.125,100,Spokane,On-Air,Wide Area,KC7AAD,,IACC,,100,,,,DN17IO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,KD7OCP,"Noxon, Green Mountain",MT,OPEN,,150.8,N,,145.33,144.73,100,Sanders,On-Air,,KD7OCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,100,K7HRT,Greenacres,WA,OPEN,,151.2,NNW,,442.425,447.425,100,Spokane,On-Air,,N7XKP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,173.8,WV7I,Eagle,ID,OPEN,,151.3,SSW,,449.85,444.85,173.8,Ada,On-Air,Low level.,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,110.9,KA7EWN,"Boise, Wilderness Ridge",ID,OPEN,,151.6,S,,444.65,449.65,110.9,Ada,On-Air,Wide area:  70 mi radius.,,6,UVHFS,,,,,,,,,,,,PL tone optional.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,100,NV2Z,Otis Orchards,WA,OPEN,W,151.7,NNW,,442.925,447.925,100,Spokane,On-Air,,NV2Z,E-power,,,100,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,Digital WIRES-X node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11634,,,,,,,
147.38,0.6,D026,N7BOI,"Boise, Seaman's Gulch",ID,OPEN,,152.1,SSW,,147.38,147.98,D026,Ada,On-Air,SW Idaho 20 mi radius.,City of Boise Type 3 All-Hazards Incident Management Team,"E-power, weather nets.",W7ZRQ,,D026,http://www.cityofboise.org/,,,,,,,,,Primary usage is PUBLIC SAFETY - RESTRICTED to Incident Management Team members during IMT incidents and events.  Please contact Boise AHIMT COML for details: K7HBJ@arrl.net,City of Boise ACS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,136.5,W7URG,"Pendleton, Cabbage Hill",OR,OPEN,,152.7,W,,444.975,449.975,136.5,Umatilla,On-Air,Wide area. I-84 East and West of Pendleton,W7URG - Umatilla Radio Group,3,,,,,,,DN05ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.5,-25,,N7ERT,"Pendleton, Cabbage Hill",OR,CLOSED,,152.7,W,,927.5,902.5,,Umatilla,,Wide area.,,,,,,,,Unknown,DN05ro,,,,,,Closed repeater. PL withheld by request.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,127.3,AD7DD,Otis Orchards,WA,OPEN,I,152.8,NNW,,147.14,147.74,127.3,Spokane,On-Air,Spokane &amp; Couer d' Alene. 30 mi radius.,,WX,IACC,,,,,,DN17kr,,,,,LDS Stake Net: Sun 1900.,,,,,,,7205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KG7SD,"Spokane, Paradise Rim",WA,OPEN,,153,NW,,147.1,147.7,100,Spokane,On-Air,,,,IACC,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,136.5,N7ESU,Rathdrum,ID,OPEN,,153.6,NNW,,147.22,147.82,136.5,Kootenai,On-Air,,,45,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.25,5,110.9,KC7TIG,Rathdrum,ID,OPEN,I,153.6,NNW,,444.25,449.25,110.9,Kootenai,On-Air,,,,IACC,,,,,,,,,,,,,,,,,,8350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.56,-1.6,CSQ,N7NKT,"Pendleton, Cabbage Hill",OR,OPEN,,154.3,W,,224.56,222.96,CSQ,Umatilla,On-Air,Wide area.,N7NKT,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,103.5,W7ZKH,"Pendleton, Cabbage Hill",OR,OPEN,,154.3,W,,146.88,146.28,103.5,Umatilla,On-Air,"Wide area. Due to terrain, it primarily covers from the repeater location to the West/South/North. It can be used in east La Grande, but is rough. Not serviceable between La Grande and the pass through the canyon on I-84.",W7URG - Umatilla Radio Group,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,136.5,K7EKM,"Spokane, South Hill",WA,OPEN,,155.2,NW,,147.16,147.76,136.5,Spokane,On-Air,Spokane 6 mi radius.,Spokane DX Association,,IACC,,136.5,,,,DN17HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.9,5,123,WR7VHF,"Spokane Valley, Riblets",WA,OPEN,,155.2,NNW,,444.9,449.9,123,Spokane,On-Air,,Inland Empire VHF Radio Amateurs,,IACC,,,,,,DN17iq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,103.5,W7PAG,Nyssa,OR,OPEN,,155.7,SSW,,147.22,147.82,103.5,Malhuer,Off-Air,,,2,,,,,,,DN13lu,,,,,,QTH.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,100,AB7HP,"Boise,  Hewlett-Packard",ID,OPEN,,156.3,SSW,,147.26,147.86,100,Ada,On-Air,,Hewlett Packard Boise Amateur Radio Club (HPBARC),,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.9,5,123,WR7VHF,Spokane Valley,WA,OPEN,,156.5,NNW,,444.9,449.9,123,Spokane,On-Air,,Inland Empire VHF Radio Amateurs,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,100,KB7SYE,Boise,ID,OPEN,E,156.8,SSW,,443.2,448.2,100,Ada,Off-Air,West Boise,,,W7ZRQ,,,,,,,,,,,,,,,,,511932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,100,KE7DTL,"Libby, Meadow Peak",MT,OPEN,,157.1,N,,145.31,144.71,100,Lincoln,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.5,0,,K6LOR,Middleton,ID,OPEN,E,157.2,SSW,,146.5,146.5,,Canyon,Testing,Middleton &amp; Western Star,K6LOR,,,,100,http://www.vwreact.org,"Enter node to connect, 02 for random conference, # to disconnect.",,,,,,,,"Low level low power simplex node, PL 100.0 required.",Valley Wide REACT,,,,707383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.925,5,100,K7MMA,"Spokane, Icy Hill",WA,OPEN,I,157.2,NW,,443.925,448.925,100,Spokane,On-Air,Spokane and West Spokane. 50 mi radius.,"K7MMA &amp; K7TMF, Michael West &amp; Chuck Hill",,IACC,,100,http://www.qrz.com/db/K7MMA,0,,,,,,,East Coast Tech &amp; Swap: Tue at 17:00.,Linked into the Seattle Reflector 9198,,,,,,7879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,77,K7MMA,"Spokane, Spokane International Airport",WA,OPEN,W,157.2,NW,,145.29,144.69,77,Spokane,On-Air,Spokane Area,K7MMA,,,,77,http://www.qrz.com/db/K7MMA,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18091,,,,,,,
444.275,5,,K6LOR,Middleton,ID,OPEN,,157.2,SSW,,444.275,449.275,,Canyon,Testing,Greater Middleton and Western Star,W7VWR,,,,100,http://www.vwreact.org,,,,,,,,,Low level repeater for in building coverage in Middleton - Shared frequency with Downtown Boise Repeater with tones TX123.0/RX123.0,Valley Wide REACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.45,5,,W7BDR,"Boise, Lower Deer Point",ID,OPEN,,157.3,SSW,,443.45,448.45,,Ada,On-Air,Southwest Idaho Eastern Oregon,,,,,,,,,,,,,,,,Digital Amateur Radio Club of the Treasure Valley,,,,,,,,,,,,,,,,,,,,,,,,W7BDR (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
224.5,-1.6,100,KA7EWN,Boise,ID,OPEN,,157.5,SSW,,224.5,222.9,100,Ada,On-Air,Wide area. 75 mi radius.,,6,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,100,N7DJX,Boise,ID,OPEN,,157.5,SSW,,147.3,147.9,100,Ada,On-Air,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,N7FYZ,Boise,ID,OPEN,,157.5,SSW,,147.32,147.92,100,Ada,On-Air,,N7FYZ,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.725,5,100,W7VWR,Boise,ID,OPEN,,157.5,SSW,,444.725,449.725,100,Ada,On-Air,Treasure Valley,W7VWR,E-power,W7ZRQ,,,http://www.vwreact.org,,,,,,,,,No courtesy tone during hang time,Valley Wide REACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,100,KB7ZD,Boise,ID,OPEN,,157.5,SSW,,223.94,222.34,100,Ada,On-Air,,,Link to a 6-meter remote base.,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.62,-1.7,110.9,WA9WSJ,"Boise, Wilderness Ridge",ID,OPEN,,157.5,SSW,,52.62,50.92,110.9,Ada,On-Air,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.78,-0.6,88.5,W7VWR,Boise,ID,OPEN,,157.6,SSW,,146.78,146.18,88.5,Ada,Off-Air,Portable repeater for special events,K6LOR,"E-power (solar), portable.",,,88.5,http://www.vwreact.org,,,,,,,,,,Valley Wide REACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.5,0,,W4LKS,Cheney,WA,OPEN,,157.6,NW,,441.5,441.5,,Spokane,On-Air,"Four Lakes, Airway Heights, Medical Lake, Cheney",,Full D-STAR Linking,IACC,,,http://www.wa7dre.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W4LKS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
1293.3,20,,WA7DRE,Spokane,WA,OPEN,,157.8,NW,,1293.3,1313.3,,Spokane,On-Air,,Washington Digital Radio Enthusiasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WA7DRE (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
444.05,5,,,"Spokane, Paradise Rim",WA,OPEN,,157.8,NW,,444.05,449.05,,Spokane,On-Air,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,WR7HLN,"Helena, MacDonald Pass",MT,OPEN,,157.8,E,,147.1,147.7,100,Lewis and Clark,On-Air,75,Mac Pass Repeater Group,7155,MRCC,,,http://www.wr7hln.org,,,,Full-time to the  Mac Pass Repeater Group System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,
147.2,0.6,,K7SRG,Spokane,WA,OPEN,,157.8,NW,,147.2,147.8,,Spokane,On-Air,Wide area: Eastern Washington and Northern Idaho.,Spokane Repeater Group,,IACC,,,,,,,,,,,,This repeater is part of a sophisticated large coverage area network. Please visit the web-site to learn more about the repeater system and how to join. Membership is not required to gain PL tones.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,123,WR7VHF,Spokane,WA,OPEN,,157.8,NW,,147.34,147.94,123,Spokane,On-Air,,Inland Empire VHF Radio Amateurs,E-power.,IACC,,,,,,,,,,,,Located on the State Farm Bank building downtown.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,AK2O,Spokane,WA,OPEN,,157.8,NW,,223.94,222.34,,Spokane,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,107.2,AK2O,Spokane,WA,OPEN,,157.8,NW,,224.94,223.34,107.2,Spokane,On-Air,Local,Spokane Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,N7BFS,Spokane,WA,OPEN,I,157.8,NW,,224.98,223.38,107.2,Spokane,On-Air,Local,N7BFS,,,,,,,,,,,,,,Contact me for the IRLP pre-access code that it uses.,,,,,,3250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.85,5,114.8,KD7IKZ,Spokane,WA,OPEN,E,157.8,NW,,443.85,448.85,114.8,Spokane,Off-Air,Spokane and Post Falls.,,,IACC,,114.8,http://kd7ikz.myftp.org,,,,,,,,,Located downtown.,,,,,216767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,,AK2O,"Spokane, Brownes Mountain",WA,OPEN,,157.8,NW,,444.7,449.7,,Spokane,Off-Air,Metro Spokane,AK2O,,IACC,,,,,,,,,,,,Repeater is down pending repairs.,Spokane Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,N7FM,Spokane,WA,OPEN,,157.8,NW,,442.6,447.6,100,Spokane,On-Air,,N7FM,,,,100,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,100,W7GBU,"Spokane, Brownes Mountain",WA,OPEN,,157.8,NW,,147.3,147.9,100,Spokane,On-Air,Wide area.,Spokane County ARES RACES Support Group,E-power,IACC,,,http://www.spokares.org,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,,,Spokane,WA,OPEN,I,157.8,NW,,146.66,146.06,,Spokane,On-Air,25,N7FM,,,,,,,,,,,,,IRLP connects to Reflector 9005 from 8:30 AM to 9:00 AM,,,,,,,3502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,,AK2O,Spokane,WA,OPEN,,157.8,NW,,147.32,147.92,,Spokane,On-Air,,AK2O,,IACC,,,http://www.srgclub.org,,,,,,,,,,Spokane Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,100,W7TRF,"Spokane, South Valley",WA,OPEN,,157.8,NW,,145.21,144.61,100,Spokane,On-Air,,Spokane Ham Radio Club,"Closed autopatch, linked, e-power.  Four receivers located at:  Agilent Technologies in Liberty Lake Green Ridge above Liberty Lake Beacon Hill South ridge above the Spokane Valley",IACC,,,,,,,,,,,,,Agilent Technologies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,N7ACB,"Ketchum, Bald Mountain",ID,OPEN,,158,SSE,,147.18,147.78,100,Blaine,On-Air,Wide area: Wood River Valley to as far south as Twin Falls and Burley. 80 mi radius.,Wood River ARC (WRARC),9,UVHFS,,100,WRARC repeaters,"Autopatch : 
*61 up / #6 Down.  We will change this to *Up and #Down shortly.
 To call 911: enter 141911 on either repeater. You will be connected the Blaine County E-911 center in Hailey, ID. Use 140 to drop the call.",,DN23tp,"Full-time to  
        147.14000 (AE6DX) at Sawtooth City, Galena Peak, ID .",,,,Mon at 19:00,Visitors are encourage to call CQ.,"Chuck Robertson, N7CVR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,CC1 131.8,WR7HLN,"Helena, MacDonald Pass",MT,OPEN,E,158,E,,444.1,449.1,131.8,Lewis and Clark,On-Air,,WR7AGT  Mac Pass Repeater Group,,MRCC,,131.8,http://www.wr7hln.org,,,,Full-time to the  Mac Pass Repeater Group System .,,,,,7,,,1,BrandMeister,111730,,,Mac Pass Repeater Group,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Sched    North America  1  93  PTT    Simplex  1  99      TAC 310  1  310  PTT    TAC 311  1  311  PTT    DCI Bridge  1  3100  PTT    Echo Test  1  9990  PTT    Hytera USA Reflector  1  31089  PTT    MPRG 2  1  31302  PTT    BGV  1  31303  Full-Time    NW7RG-USA  1  31304  PTT    USA - Area 7 4647  1  31607  PTT    Local/Cluster  2  2  Full-Time    Montana  2  3130  Full-Time    MPRG  2  31301  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,1,1,1,1,1,1,1,1,1,2,2,2,,,,1,,,,,,,,,
444.275,5,,W7VWR,"Boise, Downtown",ID,OPEN,,158,SSW,,444.275,449.275,,Ada,On-Air,Downtown Boise,W7VWR,,,,123,http://www.vwreact.org,,,,,,,,,,Valley Wide REACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,KC7LHV,"Meridian, Eagle Road and Ustick Road",ID,OPEN,A,158.1,SSW,,442.6,447.6,,Ada,On-Air,,BARC,,W7ZRQ,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,42253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,114.8,K7MMA,"Spokane, Icy Hill",WA,OPEN,,158.1,NNW,,224.4,222.8,114.8,Spokane,On-Air,Spokane and Surrounding Areas,WA6HSL,,IACC,,,,,,,"Full-time to  
        145.33000 (N7FM) at Spokane Valley, WA .",,,,,5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.86,-0.6,100,W7ZKA,"Lakeside, Blacktail Mountain",MT,OPEN,,159.2,NNE,,146.86,146.26,100,Flathead,On-Air,,Sam Waldenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,K7LYY,"Lakeside, Blacktail Mountain",MT,OPEN,,159.2,NNE,,146.76,146.16,100,Flathead,On-Air,,Flathead Valley ARC,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,K7LYY,Blacktail Mountain,MT,OPEN,,159.2,NNE,,147.18,147.78,100,Flathead,Testing,Flathead Valley from West Glacier to Ronan,Flathead Valley Amateur Radio Club,,,,,http://www.fvarc.org,,,,Full-time to the  MRLA System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,KC9CJ,"Meridian, Meridian",ID,OPEN,,160,SSW,,147.08,147.68,100,Ada,Testing,40,State of Idaho,,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.6,5,100,WA7RVV,Medical Lake,WA,OPEN,EI,160.8,NW,,443.6,448.6,100,Spokane,On-Air,"Medical lake, Airway Heights, Fairchild AFB",,,,,,,,,,,,,,,,,,,,254771,3755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,123,KA7ENA,"Spokane, Booth Hill",WA,OPEN,,161.3,NW,,443.8,448.825,123,Spokane,On-Air,,KA7ENA,,,,,,,,,,,,,,Tower Mtn?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,N7RB,"Helena, Mount Belmont",MT,OPEN,,161.4,E,,147.22,147.82,100,Lewis and Clark,On-Air,,Capital City ARC,7,,,100,,,,,,,,,ARES: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,CC1 131.8,WR7HLN,"Boulder, Boulder Hill",MT,OPEN,E,161.6,E,,449.2,444.2,131.8,Jefferson,On-Air,"I15 from Butte to Helena, MT69 to I90 to Cardwell.",WR7AGT  Mac Pass Repeater Group,,MRCC,,131.8,http://www.wr7hln.org,,,,Full-time to the  Mac Pass Repeater Group System .,,,,,DMR Info is available at: http://www.dmr-montana.net,Mac Pass Repeater Group,,1,BrandMeister,449200,,,Mac Pass Repeater Group,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Sched    North America  1  93  PTT    Simplex  1  99      TAC 310  1  310  PTT    TAC 311  1  311  PTT    Echo Test  1  9990  PTT    Hytera USA Reflector  1  31089  PTT    MPRG 2  1  31302  PTT    BGV  1  31303  PTT    NW7RG-USA  1  31304  PTT    USA - Area 7 4647  1  31607  PTT    Local/Cluster  2  2  Full-Time    Montana  2  3130  Full-Time    MPRG  2  31301  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,1,1,1,,1,1,1,1,1,2,2,2,,,,1,,,,,,,,,
443.8,5,100,N7DJX,Boise,ID,OPEN,,161.8,SSW,,443.8,448.825,100,Ada,On-Air,,,,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,123,KI7BPY,Pendleton,OR,OPEN,W,162,W,,442.125,447.125,,Umatilla,On-Air,,Cookie Radio Club,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11982,,,,,,,
444.825,5,,KI7BPY,"Pendleton, Mission",OR,OPEN,,162,W,,444.825,449.825,,Umatilla,On-Air,,Cookie Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KI7BPY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
147.06,0.6,77,N7BFS,"Spokane, Five Mile",WA,OPEN,,162.2,NW,,147.06,147.66,77,Spokane,On-Air,,N7BFS,,IACC,,77,,,,,,,,,,146.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,110.9,K7ZOX,Spirit Lake,ID,OPEN,,162.5,NNW,,442,447,110.9,Kootenai,On-Air,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.175,5,,N7BFS,"Spokane, Five Mile",WA,OPEN,,162.6,NW,,444.175,449.175,,Spokane,On-Air,,N7BFS,,IACC,,,,,,DN17gr,,,,,,"Flat audio response, will pass DSTAR and Astro. For C4FM Astro use NAC 293",,,,,,,,,,,,,,,,,,,,,,,,,N7BFS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,293,,
443.325,5,,W7TSC,Airway Heights,WA,OPEN,,163.7,NW,,443.325,448.325,,Spokane,On-Air,"Spokane County - West plains, West Spokane, Airway Heights, Four Lakes, Medical Lake",W7TSC,,,,,http://wa7dre.org,,,,,,Open ↑ / Open ↓,,,,Washington Digital Radio Enthusiasts group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,K3ZFF,"Boise, Blacks Creek",ID,OPEN,,164.2,S,,145.25,144.65,100,Ada,On-Air,,Boise County Amateur Radio Club,,W7ZRQ,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.25,5,110.9,K7ZZL,Blacks Creek,ID,OPEN,,165.9,SSW,,443.25,448.25,110.9,Ada,On-Air,50,,Remote base.,UVHFS,,110.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.05,5,100,W7UPS,"Ritzville , Adams County",WA,OPEN,I,166.4,WNW,,444.05,449.05,100,Asotin,On-Air,20,W7ups,,,,123,,,,,,,,,,,W7ups,,,,,7073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,,WD7C,Ritzville,WA,OPEN,,166.4,WNW,,146.72,146.12,,Adams,On-Air,,WD7C,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.1875,-25,D432,K7OVG,Nampa,ID,OPEN,A,167.3,SSW,,927.1875,902.1875,D432,Canyon,On-Air,"Mobile: I-84 exit 9 (new Plymouth) to exit 17 (Sand Hollow) fair coverage. Exit 17 through exit 42 (Ten Mile Exit) good coverage. Mobile Coverage east of Boise will be supplied at a later date. Very Good coverage Caldwell, Nampa, Kuna Area Fair to Good Coverage Meridian and West Boise",,,W7ZRQ,,D432,,,,,,,,,,"Normally connected to 27714 - NB7C - Idaho 900 Mhz Hub - Payette, Idaho",Western Idaho ATV Group,,,,,,41599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,156.7,NG7O,Nampa,ID,OPEN,EIA,167.4,SSW,,444.1,449.1,156.7,Canyon,On-Air,,,2,W7ZRQ,,156.7,,,,,,,,,,,,,,,12532,4517,27131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.075,5,88.5,KA5LXG,Bigfork,MT,OPEN,,167.4,NNE,,442.075,447.075,88.5,Flathead,,Wide area.,FVRG,"Autopatch, e-power, linked, remote base.",,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.62,-0.6,100,KA5LXG,Bigfork,MT,OPEN,,167.4,NNE,,146.62,146.02,100,Flathead,On-Air,Wide area.,FVRG,"Autopatch, e-power",,,,,,,,"Full-time to  
        147.14000 (K7KTR) at Plains, MT .
 


Full-time to  
        146.70000 (K7HR) at East Glacier, Mt Baldy, MT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
