Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Last update,Downlink Tone,EchoLink,IRLP,Notes,Affiliate,Web links,Coordination,On-air,DMR Enabled,Color Code,Wide Network,Local Network,Talkgroups,Worldwide English,North America,TAC 310,TAC 311,DCI Bridge,Parrot,Hytera USA Reflector,MPRG 2,BGV,NW7RG-USA,USA - Area 7 4647,Local/Cluster,Montana,MPRG,Mixed-Mode,Links,Simplex,Echo Test,Nets,Commands,Grid,YSF Digital Enabled,DG-ID,AllStar,Bandwidth,WIRES-X,Talkgroup Network,Idaho,D-STAR Enabled,Node,Sources,P25 Digital Enabled,NAC,Default Reflector
146.76,-0.6,100,K7LYY,"Lakeside, Blacktail Mountain",MT,OPEN,,165.3,N,,146.76,146.16,100,Flathead,On-Air,,Flathead Valley ARC,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.86,-0.6,100,W7ZKA,"Lakeside, Blacktail Mountain",MT,OPEN,,165.3,N,,146.86,146.26,100,Flathead,On-Air,,Sam Waldenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,100,KA7EWN,Boise,ID,OPEN,,167.2,SW,,224.5,222.9,100,Ada,On-Air,Wide area. 75 mi radius.,,6,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.45,5,,W7BDR,"Boise, Lower Deer Point",ID,OPEN,,167.2,SW,,443.45,448.45,,Ada,On-Air,Southwest Idaho Eastern Oregon,,,,,,,,Digital Amateur Radio Club of the Treasure Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W7BDR (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,
223.94,-1.6,100,KB7ZD,Boise,ID,OPEN,,167.2,SW,,223.94,222.34,100,Ada,On-Air,,,Link to a 6-meter remote base.,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,100,N7DJX,Boise,ID,OPEN,,167.2,SW,,147.3,147.9,100,Ada,On-Air,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.62,-1.7,110.9,WA9WSJ,"Boise, Wilderness Ridge",ID,OPEN,,167.2,SW,,52.62,50.92,110.9,Ada,On-Air,,,,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.05,5,114.8,NB7C,Payette,ID,OPEN,EI,167.2,SW,,443.05,448.05,114.8,Payette,On-Air,,NB7C,EchoIRLP Node,,,43417,3417,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,N7FYZ,Boise,ID,OPEN,,167.2,SW,,147.32,147.92,100,Ada,On-Air,,N7FYZ,,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.725,5,100,W7VWR,Boise,ID,OPEN,,167.2,SW,,444.725,449.725,100,Ada,On-Air,Treasure Valley,W7VWR,E-power,,,,,No courtesy tone during hang time,Valley Wide REACT,http://www.vwreact.org,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.125,-25,103.5,NB7C,Payette,ID,OPEN,A,167.3,SW,,927.125,902.125,103.5,Payette,On-Air,City of Payette.,"Carl Sorensen, NB7C",,,103.5,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29902,,,,,,,,,,
146.78,-0.6,88.5,W7VWR,Boise,ID,OPEN,,167.5,SW,,146.78,146.18,88.5,Ada,Off-Air,Portable repeater for special events,K6LOR,"E-power (solar), portable.",,88.5,,,,Valley Wide REACT,http://www.vwreact.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,110.9,W7NYW,"La Grande, Mount Fanny",OR,OPEN,,167.6,W,,145.15,144.55,110.9,Union,On-Air,,Eastern Oregon Amateur Radio Society,7,,,,,,Baker ARC,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        145.17000 (W7NYW) at Ontario, Malheir, OR .
 


Full-time to  
        145.27000 (W7NYW) at Baker City, Beaver Mountain, OR .",,,,,,,,,,,,,,,,,,
147.26,0.6,103.5,K7RPT,"La Grande, Mount Fanny",OR,OPEN,,167.6,W,,147.26,147.86,103.5,Union,On-Air,I-84 west of La Grande and the Baker area.,Amateur Radio Relay Group (ARRG),88,,,,,,,http://www.arrg.org/,ORRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.275,5,,W7VWR,"Boise, Downtown",ID,OPEN,,168,SW,,444.275,449.275,,Ada,On-Air,Downtown Boise,W7VWR,,,123,,,,Valley Wide REACT,http://www.vwreact.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,100,KB7SYE,Boise,ID,OPEN,E,168.3,SW,,443.2,448.2,100,Ada,Off-Air,West Boise,,,,,511932,,,,,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,100,AB7HP,"Boise,  Hewlett-Packard",ID,OPEN,,168.3,SW,,147.26,147.86,100,Ada,On-Air,,Hewlett Packard Boise Amateur Radio Club (HPBARC),,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.62,-0.6,100,KA5LXG,Bigfork,MT,OPEN,,169.2,N,,146.62,146.02,100,Flathead,On-Air,Wide area.,FVRG,"Autopatch, e-power",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        147.14000 (K7KTR) at Plains, MT .
 


Full-time to  
        146.70000 (K7HR) at East Glacier, Mt Baldy, MT .",,,,,,,,,,,,,,,,,,
442.075,5,88.5,KA5LXG,Bigfork,MT,OPEN,,169.2,N,,442.075,447.075,88.5,Flathead,,Wide area.,FVRG,"Autopatch, e-power, linked, remote base.",,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,100,K7OJI,"Huntington, Lime Hill",OR,OPEN,,169.3,WSW,,444.15,449.15,100,Baker,On-Air,"Wide area: Baker City, OR to Boise, ID. 50 mi radius.",Treasure Valley Radio Association,5,,,,,,,TVRA Repeaters,ORRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,100,K7OJI,"Huntington, Lime Hill",OR,OPEN,,169.4,WSW,,147.12,147.72,100,Baker,On-Air,Wide area. Excelent coverage on I-84 from the east end of Ladd Canyon Canyon (~mp 270) to the Idaho border (mp 376). 75 mi radius.,Treasure Valley Radio Association,"APRS, e-power, linked.",,,,,5,,TVRA Repeaters,ORRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,100,KC7BSA,Fruitland,ID,OPEN,I,169.8,SW,,443.65,448.65,100,Payette,On-Air,,,,,,,3130,,,IRLP site,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,K3ZFF,"Boise, Blacks Creek",ID,OPEN,,170,SSW,,145.25,144.65,100,Ada,On-Air,,Boise County Amateur Radio Club,,,100,,,,,,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KE7JFA,Roberts,ID,OPEN,EI,170.1,SE,,448.8,443.8,100,Jefferson,On-Air,Idaho Falls and some surrounding areas.,,,,100,319230,3628,Email me for list of speed dial commands if needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,KC7LHV,"Meridian, Eagle Road and Ustick Road",ID,OPEN,A,170.3,SW,,442.6,447.6,,Ada,On-Air,,BARC,,,,,,,,,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,42253,,,,,,,,,,
146.88,-0.6,100,K7ENE,"Menan, Menan Buttes",ID,OPEN,,170.5,SE,,146.88,146.28,100,Madison,On-Air,,ERC,,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,ERC: Wed at 21:00.,,,,,,,,,,,,,,,
443.15,5,100,K7RHB,Ontario,OR,OPEN,E,170.9,SW,,443.15,448.15,100,Malhuer,On-Air,,,,,,224189,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,KC9CJ,"Meridian, Meridian",ID,OPEN,,172.6,SW,,147.08,147.68,100,Ada,Testing,40,State of Idaho,,,,,,,,,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,100,N7DJX,Boise,ID,OPEN,,172.9,SW,,443.8,448.825,100,Ada,On-Air,,,,,,,,,,,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,100,KE7DTL,"Libby, Meadow Peak",MT,OPEN,,173.1,N,,145.31,144.71,100,Lincoln,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.25,5,110.9,K7ZZL,Blacks Creek,ID,OPEN,,173.4,SSW,,443.25,448.25,110.9,Ada,On-Air,50,,Remote base.,,110.9,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.5,0,,K6LOR,Middleton,ID,OPEN,E,174.1,SW,,146.5,146.5,,Canyon,Testing,Middleton &amp; Western Star,K6LOR,,,100,707383,,"Low level low power simplex node, PL 100.0 required.",Valley Wide REACT,http://www.vwreact.org,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enter node to connect, 02 for random conference, # to disconnect.",,,,,,,,,,,,,,
444.275,5,,K6LOR,Middleton,ID,OPEN,,174.1,SW,,444.275,449.275,,Canyon,Testing,Greater Middleton and Western Star,W7VWR,,,100,,,Low level repeater for in building coverage in Middleton - Shared frequency with Downtown Boise Repeater with tones TX123.0/RX123.0,Valley Wide REACT,http://www.vwreact.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.925,5,146.2,KF7GOR,"La Grande, Mount Harris",OR,OPEN,E,174.3,W,,444.925,449.925,146.2,Union,On-Air,Union County I-82 and I-84 and into Baker City Area.,,7,,146.2,72735,,Remote base required a PL of 146.2.,,,,,,,,,,,,,,,,,,,,,,,,,147.5,,,,For system info Press 0*.,,,,,,,,,,,,,,
448.6,-5,100,K7WIP,"Rexburg, BYU-Idaho Campus",ID,OPEN,I,175.4,SE,,448.6,443.6,100,Madison,On-Air,Portions of Hwy 20 and Hwy 33.,"Peter Stilling, K7WIP",,,100,,7186,,Brigham Young University Idaho,http://www.byui.edu/societies/amateur-radio-society/repeaters,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,K7BYI,"Rexburg, BYU-Idaho Campus",ID,OPEN,EI,175.5,SE,,145.41,144.81,100,Madison,On-Air,"Rexburg area, covers portions of US Hwy 20 and State Hwy 33","Peter Stilling, K7WIP",,,100,893936,7186,,Brigham Young University - Idaho,http://www.byui.edu/societies/amateur-radio-society/repeaters,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,BYU-Idaho Amateur Radio Society Net: Tuesday @ 2000,,,,,,,,,,,,,,,
146.7,-0.6,100,N7UNY,"Rexburg, Water Tower",ID,OPEN,,175.7,SE,,146.7,146.1,100,Madison,On-Air,,,5,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,K7OJI,"Ontario, Malheur Butte",OR,OPEN,,175.9,SW,,147.1,147.7,100,Malhuer,On-Air,,Tresure Valley Radio Assoc,"E-power, linked.",,,,,2,,http://www.K7OJI.us,ORRC,,,,,,,,,,,,,,,,,,,,,,,,,,,DN14ka,,,,,,,,,,,,,
145.17,-0.6,110.9,W7NYW,"Ontario, Malheir",OR,OPEN,,176,SW,,145.17,144.57,110.9,Malhuer,On-Air,Wide area.,TVRA Ham Club,E-power.,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        145.15000 (W7NYW) at La Grande, Mount Fanny, OR .
 


Full-time to  
        145.27000 (W7NYW) at Baker City, Beaver Mountain, OR .",,,,,,,,,,,,,,,,,,
145.33,-0.6,100,KD7OCP,"Noxon, Green Mountain",MT,OPEN,,178.6,NNW,,145.33,144.73,100,Sanders,On-Air,,KD7OCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,103.5,W7PAG,Nyssa,OR,OPEN,,179.7,SW,,147.22,147.82,103.5,Malhuer,Off-Air,,,2,,,,,QTH.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DN13lu,,,,,,,,,,,,,
145.29,-0.6,100,W7VOI,"Boise, Boise Bench",ID,OPEN,,179.8,SW,,145.29,144.69,100,Ada,On-Air,Low level repeater covering Downtown Boise and the central Treasure Valley. Pair is also used on our portable repeater.,Voice of Idaho Amateur Radio Club (VOI),Portable repeater,,,,,,,http://voiceofidaho.org,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.8,-0.6,123,WF7S,"Elgin, Spout Springs Ski Resort",OR,OPEN,,180.6,W,,146.8,146.2,123,Umatilla,On-Air,"Wide area: Spokane to the North, Hood River to the West, Baker City to the Southwest, Joseph and Enterprise to the SE and high Idaho points to the East. Excellent coverage along I-84 except for down in the gorge in Morrow and Wasco counties (coverage ends WB I-84 at ~mp 147 and EB I-84 at mp 314). Coverage for Columbia Basin and Franklin County. No coverage from La Grande mp 261 through hills to the west.",Spout Springs Repeater Association,E-power.,,123,,,5,,http://www.wf7s.net,ORRC,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,"Full-time to  
        146.62000 (WF7S) at Pasco, WA .",,,"Business Net: 1st and 3rd Sunday of each month at 19:30. 
Cracker Barrel Rag Chew Net: Weeknights at 20:00.",Disable tone requirement by keying A0* (alpha zero asterisk) PL Tone is required again after 9 mins of repeater inactivity.,,,Open ↑ / Open ↓,,,,,,,,,,,
927.1875,-25,D432,K7OVG,Nampa,ID,OPEN,A,181.6,SW,,927.1875,902.1875,D432,Canyon,On-Air,"Mobile: I-84 exit 9 (new Plymouth) to exit 17 (Sand Hollow) fair coverage. Exit 17 through exit 42 (Ten Mile Exit) good coverage. Mobile Coverage east of Boise will be supplied at a later date. Very Good coverage Caldwell, Nampa, Kuna Area Fair to Good Coverage Meridian and West Boise",,,,D432,,,"Normally connected to 27714 - NB7C - Idaho 900 Mhz Hub - Payette, Idaho",Western Idaho ATV Group,,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41599,,,,,,,,,,
444.1,5,156.7,NG7O,Nampa,ID,OPEN,EIA,181.7,SW,,444.1,449.1,156.7,Canyon,On-Air,,,2,,156.7,12532,4517,,,,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27131,,,,,,,,,,
443.975,5,136.5,K7ID,"Coeur d'Alene, Canfield Mountain",ID,OPEN,E,183,NW,,443.975,448.975,136.5,Kootenai,On-Air,Metro CDA area and I-90.,,,,,426264,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        146.98000 (K7ID) at Post Falls, Mica Peak, ID .",,,,,,,,,,,,,,,,,,
145.27,-0.6,110.9,W7NYW,"Baker City, Beaver Mountain",OR,OPEN,E,184.4,WSW,,145.27,144.67,110.9,Baker,On-Air,Wide area: Baker County. 60 mi radius.,Eastern Oregon ARS,E-power.,,110.9,414516,,6,Baker ARC,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        145.15000 (W7NYW) at La Grande, Mount Fanny, OR .
 


Full-time to  
        145.17000 (W7NYW) at Ontario, Malheir, OR .",,,,,,,,,,,,,,,,,,
448.9,-5,,KG7WZG,Idaho Falls,ID,OPEN,,184.5,SE,,448.9,443.9,,Bonneville,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG7WZG (B),"jfindu lookup 
    /   dstar-users lookup",,,
147.34,0.6,100,KC7NIY,"Mountain Home, Rattlesnake Butte",ID,OPEN,,185,SSW,,147.34,147.94,100,Elmore,On-Air,Mountain Home area; Have received reports from Caldwell to Twin Falls.,Elmore County,,,,,,,Elmore County ARES,,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,Elmore County ARES: Sun at 2000.,,,,,,,,,,,,,,,
442.825,5,110.9,K7ECI,Mountain Home,ID,OPEN,,185.3,SSW,,442.825,447.825,110.9,Elmore,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.98,-0.6,100,W7GRA,"La Grande, Grande Ronde Hospital",OR,OPEN,W,185.6,W,,146.98,146.38,100,Union,On-Air,Grande Ronde Valley,,e-power,,100,,,**NEWS***10/20/17 W7GRA is now a DR-2X repeater. C4FM use on this repeater may require you to update your radio's firmware. Please check with Yaesu to see if it is required for full System Fusion 2 compatibility. All System Fusion radios are upgrade-able.,Grande Ronde Radio Amateurs,http://w7gra.org/,ORRC,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,Sunday Night Net at 19:00,,,,Open ↑ / Open ↓,,,30274,,,,,,,,
448.175,-5,100,K6LOV,"Iona,  Iona Hill",ID,OPEN,,185.7,SE,,448.175,443.175,100,Bonneville,On-Air,,,,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,,K7EFZ,"Iona, Iona Hill",ID,OPEN,,185.7,SE,,146.64,146.04,,Bonneville,On-Air,,Eagle Rock ARC,e-power.,,,,,Learned this evening that the autopatch has been disabled indefinitely - too much FM radio interference at that location.,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.125,5,,WA7DRE,"Spokane, Sacred Heart Hospital",WA,OPEN,,186.1,NW,,443.125,448.125,,Spokane,On-Air,"Spokane, Spokane Valley, Post Falls ID, CDA ID",WA7DRE,,,,,,,Washington Digital Radio Enthusiasts,http://www.wa7dre.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WA7DRE (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,
443.525,5,,WA7DRE,Spokane,WA,OPEN,W,186.5,NW,,443.525,448.525,,Spokane,On-Air,"Spokane, Spokane Valley, Post Falls ID, CDA ID",WA7DRE,,,,,,,Washington Digital Radio Enthusiasts,http://www.wa7dre.org,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,11375,,,,,,,,
147.28,0.6,103.5,KD7DDQ,"Milton-Freewater, Pikes Peak",OR,OPEN,,188.1,W,,147.28,147.88,103.5,Umatilla,On-Air,,,3,,,,,PL not required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.98,-0.6,127.3,K7ID,"Post Falls, Mica Peak",ID,OPEN,,188.2,NW,,146.98,146.38,127.3,Kootenai,On-Air,,Kootenai Amateur Radio Society,,,,,,,,Kootenai Amateur Radio Society,IACC,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        443.97500 (K7ID) at Coeur d'Alene, Canfield Mountain, ID .",,,KARS NorthWest Traffic Net: Daily 18:30,,,,,,,,,,,,,,,
147.08,0.6,100,KC7ODP,"Post Falls, Mica Peak",ID,OPEN,,188.2,NW,,147.08,147.68,100,Kootenai,On-Air,,,,,,,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,NW Traffic Net: Wed at 18:30.,,,,,,,,,,,,,,,
147.38,0.6,100,W7OE,"Spokane, Mica Peak",WA,OPEN,I,188.8,NW,,147.38,147.98,100,Spokane,On-Air,Wide area. 30 mi radius.,W7OE,,,,,3957,,Kamiak Butte Amateur Repeater Assoc,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,NW Regional/International Net: Weekdays 0700.  Weather Nets: Weekdays 0545 &amp; 1645.  Wednesday Evening Net: Wed at 1900.  Whitman/Latah County ARES Net: Thur at 1830.  KBARA Tech-Net: Thur at 1930.  Stanley Steamer Net: Sat at 0700.  Road Runners Net: Sun at 0700.  Spokane Region Storehouse ERC Net: Sun at 1930.,,DN17ln,,,,,,,,,,,,,
444.35,5,192.8,N1NG,"Spokane, South Hill",WA,OPEN,,188.8,NW,,444.35,449.35,192.8,Spokane,On-Air,,Kamiak Butte Amatuer Repeater Assoc (KBARA),,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,DN17ln,,,,,,,,,,,,,
145.15,-0.6,114.8,WA7RVV,"Spokane, Mica Peak",WA,OPEN,E,188.8,NW,,145.15,144.55,114.8,Spokane,On-Air,Wide area.,WA7RVV,,,114.8,254771,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,DN17ln,,,,,,,,,,,,,
147.24,0.6,127.3,WA7HWD,"Spokane, Mica Peak",WA,OPEN,,188.8,NW,,147.24,147.84,127.3,Spokane,On-Air,"Spokane, WA.",,"Linked, e-power.",,127.3,,,,Northwest Tri-State ARO,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,Membership Net: Wed 2000.,,,,,,,,,,,,,,,
53.29,-1.7,100,WA7UOJ,"Spokane, Mica Peak",WA,OPEN,,188.8,NW,,53.29,51.59,100,Spokane,On-Air,Wide area.,,Autopatch.,,103.5,,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,DN17ln,,,,,,,,,,,,,
53.39,-1.7,100,KB6UMY,"Coeur d'Alene, Mica Peak/RX   Blossom/TX",ID,OPEN,EI,188.9,NW,,53.39,51.69,100,Kootenai,On-Air,Kootenai County,Brandon Vetter,Linked to 147.280+ and 442.975+ All PL 100.0,,100,465683,3773,,KARS,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.11,-0.6,118.8,WA7UOJ,"Spokane, Mica Peak",WA,OPEN,,188.9,NW,,145.11,144.51,118.8,Spokane,On-Air,,,,,118.8,,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,KB6UMY,"Post Falls, Blossom Peak",ID,OPEN,EI,189,NW,,147.28,147.88,100,Kootenai,On-Air,"Coeur d'Alene, Post Falls, Spokane",Brandon Vetter,Linked to 442.975+ 53.39-1.7 PL 100.0 Hz,,100,465683,3773,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.975,5,100,KB6UMY,"Post Falls, Blossom Peak",ID,OPEN,EI,189,NW,,442.975,447.975,100,Kootenai,On-Air,"Post Falls, Spokane and Coeur d'alene area",Brandon Vetter,Linked to 147.280+ 53.39-1.7 PL 100.0 Hz,,100,465683,3773,,,http://www.blossompeak.org,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.55,5,100,K7ZZL,Marsing,ID,OPEN,,189.2,SW,,443.55,448.55,100,Owyhee,On-Air,,Deer Point ARC,"link, e-power.",,100,,,SW of Marsing at 4740' AMSL.,,,W7ZRQ,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,
146.88,-0.6,100,K7ZZL,Marsing,ID,OPEN,,189.2,SW,,146.88,146.28,100,Owyhee,On-Air,70,"Deer Point Amateur Radio Club, W7ZRQ","Link, e-power, C4FM, FDMA",,100,,,SW of Marsing at 4740' AMSL.,,,W7ZRQ,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,AmRRON: First and third Wed at 20:00.,Autopatch: On * / Off #,,,Open ↑ / Open ↓,,,,,,,,,,,
444.475,5,CC1,N7MOT,"Coeur d'Alene, Blossom Mtn",ID,OPEN,,189.3,NW,,444.475,449.475,,Kootenai,On-Air,Kootenai County and East Spokane County,N7MOT - Lenny Gemar,Internet linked to PNW c-Bridge and Brandmeister,,,,,Available TGs are listed at http://www.qrz.com/db/N7MOT,PNW c-Bridge http://www.trbo.org/pnw/,http://www.qrz.com/db/N7MOT,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.175,5,100,K7LCD,"Melba, Hat Butte",ID,OPEN,EA,189.7,SW,,444.175,449.175,,Canyon,On-Air,50,NF7T,,,,478568,,Coordinated by W7ZRQ,Lewis &amp; Clark ARC,http://www.k7lcd.org,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,43854,,,,,,,,,,
145.35,-0.6,100,K7LCD,"Melba, Hat Butte",ID,OPEN,W,189.7,SW,,145.35,144.75,,Canyon,On-Air,"Boise, Nampa, Caldwell, Emmett, Meridian, Melba, Star, Eagle, Mt Home, Marsing, Murphy.",NF7T,Wires-X KB7VVD node,,,,,,LEWIS &amp; CLARK ARC,http://www.k7lcd.org,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis &amp; Clark ARC, Wed at 8:00 P.M. MST",,,,Open ↑ / Open ↓,,,30283,,,,,,,,
444.35,5,D051,W7ECA,"Great Falls, Gore Hill",MT,OPEN,,190.6,NE,,444.35,449.35,D051,Cascade,On-Air,,Great Falls Area ARC,"Open autopatch, e-power.",,,,,,,,MRCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,,W7ECA,"Great Falls, Gore Hill",MT,OPEN,,190.6,NE,,147.3,147.9,,Cascade,On-Air,30,Great Falls Area ARC,"Open autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W7ECA,"Great Falls, Porphyry Peak",MT,OPEN,E,190.8,E,,147.12,147.72,,Meagher,On-Air,Wide area. 100 mi radius.,Great Falls Area ARC,8,,,110928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.275,5,,K7ID,"Post Falls, Idaho Mica Peak",ID,OPEN,,191.9,NW,,443.275,448.275,,Kootenai,On-Air,Kootenai County and Spokane County,Kootenai Amateur Radio Society K7ID,AMS - System Fusion,,136.5,,,,,http://www.K7ID.org,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,
444.45,5,91.5,N7MOT,Post Falls,ID,OPEN,EI,191.9,NW,,444.45,449.45,91.5,Kootenai,On-Air,Kootenai County Prairie 20 mi radius.,,"Linked to 442.975 Blossom Mtn
KB6UMY",,91.5,465683,3773,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.17,-0.6,114.8,K7MMA,"Spokane Valley, Liberty Lake",WA,OPEN,E,192.3,NW,,145.17,144.57,114.8,Spokane,On-Air,"Spokane and Spokane Valley to Post Falls, ID Area",KC7GKY/K7MMA,,,114.8,591675,,All licensed amateurs are welcome to use.,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
