Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Nets,Web links,Coordination,Last update,Affiliate,IRLP,Notes,Commands,Links,D-STAR Enabled,Node,Sources,On-air,EchoLink,AllStar,DMR Enabled,Color Code,Wide Network,Grid,Location Photo,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,English,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 310,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,YSF Digital Enabled,DG-ID,Mixed-Mode,WIRES-X,Europe,DCI Bridge,Southwest USA,Feed,Local,P25 Digital Enabled,NAC,Default Reflector,Wyoming,WyLOCAL,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,N. Colorado
147.22,0.6,,WA7YZR,"Provo, Edgemont SC",UT,OPEN,,168.8,WNW,,147.22,147.82,,,Utah,Off-Air,Utah County from Alpine to Payson.,"KR7D, ARC of Utah Valley",4,,,UVHFS,,,,,,"Full-time to  
        145.25000 (K7UVA) at Provo, Sundance, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,168.9,E,,447.45,442.45,103.5,,Grand,On-Air,,W0IG,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,169.4,E,,147.285,147.885,88.5,123,Grand,On-Air,,Colorado Connection,,,,CCARC,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,123,K7DRA,Rock Springs,WY,OPEN,EW,169.7,N,,444.7,449.7,123,CSQ,Sweetwater,On-Air,Rock Springs,,,,,,,Mountain West Radio Group,,,,,,,,,824055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,N7ZOI,"Midway, Wilson Peak",UT,OPEN,,169.8,NW,,147.2,147.8,88.5,,Wasatch,On-Air,Heber city and surrounding communities.,,8,HVARC: Wed at 20:00.,,UVHFS,,High Valley ARC,,,,"Full-time to  
        449.52500 (K7JL) at Brighton, Scott's Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,170,SSE,,146.88,146.28,100,,San Juan,On-Air,,,,,http://www.sjcham.com,NMFCC,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,170,SSE,,447.45,442.45,107.2,,San Juan,On-Air,,KB5ITS,"E-power, remote base.",,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,170,SSE,,146.74,146.14,100,,San Juan,On-Air,,Totah ARC,"Closed autopatch, e-power.",,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,170,SSE,,442.25,447.25,,,San Juan,On-Air,,,,,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,,,,,,,,,,,,,,1,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,AZ-TrboNet,,,1,1,1,,,,,2,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,
145.47,-0.6,100,N7BSA,"Orem, QTH AC7DM",UT,OPEN,E,170.6,WNW,,145.47,144.87,100,,Utah,,Utah County from Alpine to Payson.,Explorer Post 1973,Autopatch.,,,UVHFS,,,,,,,,,,Unknown,46049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.88,-1.6,156.7,N7IMF,Orem,UT,CLOSED,,171.5,WNW,,224.88,223.28,156.7,,Utah,On-Air,Wasatch Front from Payson to Tremonton.,Utah High Desert ARC,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,100,N6QWU,"Payson, West Mountain",UT,OPEN,E,171.5,WNW,,448.25,443.25,100,,Utah,Off-Air,Wide area: Utah County from Alpine to Payson.,,,,,UVHFS,,,,,,,,,,,355674,,,,,DN40cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,100,WA7UAH,"Goshen, West Mountain",UT,OPEN,,171.5,WNW,,147.02,147.62,100,,Utah,On-Air,Utah County from Alpine to Payson.,ERC,Autopatch.,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,K7UCS,"Goshen, West Mountain",UT,OPEN,,171.6,WNW,,147.34,147.94,100,,Utah,On-Air,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar Valley and its surrounding communities.,Utah Co ARES,E-power.,UCARES: Tues at 21:00.,http://www.ucares.org,UVHFS,,,,,,,,,,,,,,,,DN40cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,WA7FFM,"Goshen,  West Mountain",UT,OPEN,,171.6,WNW,,448.95,443.95,,,Utah,,Utah County from Alpine to Payson.,,6,,,UVHFS,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,162.2,KD7RBR,"Orem, Point of the Mountain",UT,OPEN,,172.1,WNW,,447.6,442.6,162.2,,Utah,On-Air,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K7UCA,"Orem,  Timpanogos Hospital",UT,OPEN,,172.3,WNW,,447.275,442.275,100,,Utah,Off-Air,Wasatch Front from Payson to Tremonton.,Utah Co ARES,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,172.7,SSE,,1291.1,1271.1,,,Bernalillo,On-Air,,San Juan County,DV only,,,NMFCC,,,,,,,,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,172.7,SSE,,145.115,144.515,,,San Juan,On-Air,,,,,,,,,,,,,,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,173.5,S,,442.325,447.325,,,San Juan,On-Air,,,AZ-TRBONET,,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,,,,,,,,,,,,,,1,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,AZ-TrboNet,,,1,1,1,,,,,2,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,173.5,S,,444.15,449.15,,,San Juan,On-Air,,San Juan County,DV only,,,,,,,,,,,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,173.6,S,,146.85,146.25,100,100,San Juan,On-Air,,Totah ARC,Closed autopatch.,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,173.6,S,,146.76,146.16,100,100,San Juan,On-Air,,,"Closed autopatch, e-power.",,http://www.sjcham.com,NMFCC,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,173.6,S,,449,444,100,,San Juan,,,K5WY,E-power.,,,NMFCC,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,173.6,S,,147,147.6,100,,San Juan,On-Air,,,"Autopatch, e-power.",,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,173.6,S,,53.01,52.01,131.8,,San Juan,On-Air,,KB5ITS,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,174.8,S,,1291.7,1271.7,,,San Juan,On-Air,,San Juan County,DV only,,,NMFCC,,,,,,,,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.88,-1.6,156.7,KB7YOT,Pleasant Grove,UT,OPEN,,175.1,WNW,,223.88,222.28,156.7,,Utah,,,,,,,UVHFS,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,,K8BKT,Pleasant Grove,UT,OPEN,,175.1,WNW,,449.775,444.775,,,Utah,On-Air,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.475,-5,,KI7BER,Rock Springs,WY,OPEN,,175.6,N,,449.475,444.475,,,Sweetwater,On-Air,Rock Springs / Green River an Interstate 80 from mile post 110 to 38.,K7DRA,,,http://www.alcomdra.com,,,Mountain West Radio Group Wyoming,,,,,,KI7BER (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,100,K7JL,"Brighton, Scotts Peak",UT,OPEN,,176.1,NW,,145.27,144.67,100,,Salt Lake,On-Air,"Wide area: Park City, Heber, Coalville and other nearby communities. Western side of the Salt Lake valley.",,E-power.,State RACES: 3rd Thursday of even-numbered months.,http://utahvhfs.org/snowlink.html,UVHFS,,Intermountain Intertie,,10,,Full-time to the  Intermountain Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,131.8,K7JL,"Brighton, Scott's Peak",UT,OPEN,,176.1,NW,,449.525,444.525,131.8,131.8,Salt Lake,On-Air,"Wide area: Western Salt Lake Valley up to Malad, East to Evanston and Vernal.",K7JL,,,http://utahvhfs.org/snowlink.html,UVHFS,,Intermountain Intertie,,10,,"Full-time to  
        147.20000 (N7ZOI) at Midway, Wilson Peak, UT .
 


Full-time to the  Intermountain Intertie System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,176.9,SE,,447.1,442.1,77,,Saguache,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,177,SE,,146.64,146.04,77,77,Rio Grande,On-Air,Low level local coverage,,,,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,177.2,ESE,,146.685,146.085,107.2,107.2,Park,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.",MARC/PCRC: Tue at 19:30.,,CCARC,,,,,Autopatch: 911,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,177.2,ESE,,147.36,147.96,107.2,107.2,Park,On-Air,Wide area.,,E-power.,,CMRG Repeaters,CCARC,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,K7JL,"Snowbird, Hidden Peak",UT,OPEN,,177.3,WNW,,147.18,147.78,100,,Utah,On-Air,"Wide area: Northern Utah, extreme Southwestern Wyoming, Southeastern Idaho, spotty coverage into Western Colorado and Eastern Nevada.  Map",K7JL,E-power.,UVHFS: Tue at 20:00.,,UVHFS,,Intermountain Intertie,,11,,"Full-time to  
        146.94000 (WR7AAA) at Milford, Frisco Peak, UT .
 


Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.02000 (K7OGM) at Laketown, Bear Lake, UT .
 


Full-time to  
        146.86000 (K7JL) at Evanston, Medicine Butte, WY .
 


Full-time to the  Intermountain Intertie System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,177.5,SSE,,146.92,146.32,100,,San Juan,On-Air,,San Juan County OEM,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,177.5,SSE,,448.65,443.65,127.3,,San Juan,On-Air,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,,NT3ST,"American Fork, KD7BBC QTH",UT,OPEN,,177.8,WNW,,447.975,442.975,,,Utah,On-Air,20,,,,https://nt3st.zzt.net,UVHFS,,,,,,,,NT3ST (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,177.8,SSE,,147.36,147.96,100,,San Juan,On-Air,,,,,http://www.sjcham.com,NMFCC,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,100,WA7VHF,"Richfield, Monroe Peak",UT,OPEN,,178.1,W,,146.84,146.24,100,,Sevier,On-Air,Wide area: 100 mi radius.,UVHFS,,Tue at 20:00.,,UVHFS,,Intermountain Intertie,,,,Full-time to the  Intermountain Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,,NZ6Z,Park City,UT,OPEN,,178.4,NW,,447.5,442.5,,,Summit,On-Air,"Park City, Heber, Coalville and other nearby communities.",,7,,,UVHFS,,,,,,"Full-time to  
        145.23000 (NZ6Z) at Park City, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,100,NZ6Z,Park City,UT,OPEN,,178.4,NW,,145.23,144.63,100,,Summit,,"Park City, Heber, Coalville and other nearby communities.",,7,,,UVHFS,,,,,,"Full-time to  
        447.50000 (NZ6Z) at Park City, UT .",,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,N7GGN,"Holden, Beesting Peak",UT,OPEN,,178.8,W,,147.1,147.7,100,,Sevier,On-Air,"Wide area: West Desert, Nephi to Delta, Fillmore to Manti, Mt. Pleasant, Richfield",,Closed autopatch.,,http://www.skylineradioclub.com/repeaters.html,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,131.8,KA7EGC,"American Fork, Utah Lake",UT,OPEN,,179,WNW,,449.175,444.175,131.8,,Utah,On-Air,Utah Valley.,,,,,UVHFS,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,179.2,ESE,,146.895,146.295,100,100,Park,On-Air,285,AB0RR,25,Wed at 19:30.,Park County Radio Club (PCRC),CCARC,,,,,,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,167.9,KX7VC,"Highland, KX7VC QTH",UT,OPEN,,179.6,WNW,,447.725,442.725,167.9,167.9,Utah,On-Air,,,,,,,,,,Normally connected via Allstar to Alaska Morning Net,,,,,,,,,,,,DN40ck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,180,E,,449.05,444.05,107.2,107.2,Denver,On-Air,Wide area.,WG0N,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,180.3,E,,447.575,442.575,107.2,107.2,Clear Creek,On-Air,Wide area: Denver metro.,Colorado Repeater Association (CRA),,,http://www.w0cra.org,CCARC,,,3291,,Member-only IRLP and Echolink node,,,,,,347088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,180.3,E,,446.9375,441.9375,,,Clear Creek,On-Air,,Rocky Mountain Ham Radio,,,Rocky Mountain Ham Radio,CCARC,,,,See the website for programming information.,,Full-time to the  Colorado TRBO System .,,,,,,,,7,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,180.3,E,,448.225,443.225,141.3,141.3,Clear Creek,On-Air,,Rocky Mountain Ham Radio,E-power(gen).,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,180.3,E,,145.145,144.545,107.2,107.2,Clear Creek,On-Air,Wide area. Denver metro.,Colorado Repeater Assoc,E-power.,,http://www.w0cra.org/info/squaw.html#145145,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,180.3,E,,449.35,444.35,100,100,Clear Creek,On-Air,Wide area.,Denver Radio Club,11,,DRC Repeaters,CCARC,,,,,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,180.3,E,,145.49,144.89,100,100,Jefferson,On-Air,,"KB0VIU,  Denver Radio Club",E-power.,DRC: Sun at 20:30.,DRC Repeaters,CCARC,,,,,,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,180.3,E,,449.45,444.45,103.5,127.3,Clear Creek,On-Air,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,11,RMRL: Mon at 20:30.,Repeater,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,180.3,E,,146.94,146.34,103.5,103.5,Clear Creek,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,11,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Repeater,CCARC,,,,,Autopatch: 911* / Off 0*.,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,180.3,E,,146.67,146.07,100,100,Clear Creek,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,11,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,,KB7HAF,"Park City,  Murdock Peak",UT,OPEN,,180.5,NW,,448.475,443.475,,,Summit,On-Air,"Park City, Heber, Coalville and other nearby communities.",,8,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,180.5,E,,448.675,443.675,100,100,Denver,On-Air,Wide area.,W0CFI,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,180.6,E,,147.3,147.9,103.5,103.5,Clear Creek,On-Air,Wide area.,Denver PD EEB,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,180.9,E,,449,444,136.5,136.5,Clear Creek,On-Air,,CARN,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.475,-5,100,WA7GIE,"Provo, Lake Mountain",UT,OPEN,I,181.1,WNW,,449.475,444.475,100,,Utah,On-Air,Wide area: Utah County from Alpine to Payson.,,7,,,UVHFS,,,5620,,,"Full-time to  
        449.42500 (WA7GIE) at Salt Lake City, Nelson Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,173.8,K7UCS,"Provo, Lake Mountain",UT,CLOSED,,181.1,WNW,,449.675,444.675,173.8,,Utah,On-Air,Utah County from Alpine to Payson.,Utah Co ARES,7,,,UVHFS,,,,7,,"Full-time to  
        448.32500 (K7UCS) at Provo, Lake Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,100,KA7EGC,"Provo, Lake Mountain",UT,OPEN,,181.1,WNW,,447.875,442.875,100,,Utah,Off-Air,Salt Lake Valley communities from Salt Lake City to Draper.,,7,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.875,-5,,KG7QWU,Lehi,UT,OPEN,,181.2,WNW,,448.875,443.875,,,Utah,On-Air,I-15 from Lehi to Nephi. 30 mi radius.,Rick Whittaker,"linked, e-power","CERT, Lehi Cedar Hollow Stake, Saratoga Springs CERT",,,,"Lehi Amateur Radio Club, Lehi CERT, LDS Church ERC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,
