Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Affiliate,Features,Links,Notes,Nets,Web links,Coordination,Last update,On-air,Sponsor,EchoLink,IRLP,AllStar,Grid,Commands,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,D-STAR Enabled,Node,Sources,Feed,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Worldwide,North America,Local/Cluster,YSF Digital Enabled,DG-ID,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,N. Colorado,Location Photo,English,TAC 310,WIRES-X,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,112,ESE,,145.25,144.65,,,Jefferson,On-Air,,,,,,,Colorado D-Star,CCARC,,,Colorado D-Star,,,,,,,,,,,,,,,,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,112,ESE,,145.37,144.77,,,Jefferson,On-Air,,,,,See the website for programming information.,,Rocky Mountain Ham Radio,CCARC,,,Rocky Mountain Ham Radio,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,112,ESE,,1299.9,1299.9,,,Jefferson,On-Air,,,,,,,Colorado D-Star,,,,Colorado D-Star,,,,,,,,,,,,,,,,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,112.4,SE,,449.7,444.7,107.2,,Park,,,,,,,,,CCARC,,Unknown,CMRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,112.5,ESE,,447.875,442.875,107.2,107.2,Jefferson,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,Full-time to the  N6LXX System .,,,,CCARC,,,N6LXX,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,112.5,ESE,,53.17,51.47,107.2,CSQ,Jefferson,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,Full-time to the  N6LXX System .,,,,CCARC,,,N6LXX,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,112.6,E,,146.7,146.1,100,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,6,,,,BARC Repeaters,CCARC,,,Boulder Co ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,112.8,E,,146.61,146.01,100,,Boulder,Off-Air,,,,,,,,CCARC,,,Boulder Amateur Radio Club,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,112.8,ESE,,448.125,443.125,107.2,,Jefferson,On-Air,,,,,,,,CCARC,,,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,112.8,ESE,,927.7875,902.7875,156.7,,Jefferson,On-Air,Golden and Denver.,,,,,,,,,,N0PYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,112.8,E,,448.9,443.9,100,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,6,,,,,CCARC,,,Boulder ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,112.8,ESE,,448.975,443.975,123,,Jefferson,On-Air,Wide area.,,Linkable VHF/UHF Remote Base,,,,,CCARC,,,FRG,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,113.3,SSW,,449.7,444.7,107.2,107.2,San Miguel,On-Air,Wide Area via links - Western Colorado - Eastern Utah,,E-power.,Full-time to the  GMRA Open System .,Closed IRLP out - Ask for a control Op,RACES: Wed at 19:30.,,CCARC,,,Grand Mesa Repeater Association ( GMRA ),,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,113.3,ESE,,446.975,441.975,,,Jefferson,On-Air,Denver Metro Area,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",http://www.w0dmr.org/,,,,W0DMR,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,113.5,ESE,,447.5,442.5,88.5,88.5,Jefferson,On-Air,Wide area.,,E-power.,,,,,CCARC,,,Aurora Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,113.7,E,,449.4,444.4,91.5,,Boulder,Off-Air,,,2,,,,http://www.ked-wireless.com/products1.htm,CCARC,,,BARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,113.7,E,,449.55,444.55,100,,Boulder,On-Air,Denver metro area.,,8,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,CCARC,,,Rocky Mtn VHF Soc,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,113.7,E,,446.8625,441.8625,,,Boulder,On-Air,,,,,,,,CCARC,,,Boulder County ARES,,,,,,,,,,,,,,,,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,113.7,E,,446.8,441.8,,,Boulder,On-Air,Wide area.,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,Rocky Mountain Ham Radio,CCARC,,,Rocky Mountain Ham Radio,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,113.7,E,,1299.5,1279.5,,,Boulder,On-Air,,,E-power.,,,,,CCARC,,,Boulder County ARES,,,,,,,,,,,,,,,,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,113.9,E,,146.685,146.085,123,,Larimer,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),,E-power.,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,CCARC,,,Estes Valley ARC,625757,7268,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,114.7,ESE,,53.09,51.39,107.2,,Jefferson,On-Air,Metro Denver area.,,E-power.,,,,DRC Repeaters,CCARC,,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,115.5,WNW,,449.9,444.9,136.5,,Uintah,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,Unknown,Borderline Amateur Radio Club,,7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,115.9,E,,146.73,146.13,91.5,91.5,Boulder,Off-Air,Local,,12,,,,http://www.ked-wireless.com/products1.htm,CCARC,,,BARC,115482,,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,116.2,E,,1283.8625,1263.8625,,,Boulder,On-Air,20,,E-power.,,,,,CCARC,,,Boulder County ARES,,,,,,,,,,,,,,,,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,116.2,E,,145.3875,144.7875,,,Boulder,On-Air,20,,E-power.,,,,http://bouldercountyares.org/technical/d-star,CCARC,,,Boulder County ARES,,,,,,,,,,,,,,,,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,116.5,ESE,,449.775,444.775,100,100,Jefferson,On-Air,Metro Denver,,,,,,Denver Radio Club,CCARC,,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,116.5,ESE,,147.33,147.93,100,,Jefferson,On-Air,Metro Denver and the foothills.,,E-power.,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,DRC Repeaters,CCARC,,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,116.5,ESE,,224.38,222.78,100,100,Jefferson,On-Air,,,,,,,DRC Repeaters,CCARC,,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,117.1,ESE,,146.88,146.28,100,,Jefferson,On-Air,Wide Area,,E-power.,,6,,DRL Repeaters,CCARC,,,Denver Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,117.1,ESE,,449.6,444.6,100,,Jefferson,On-Air,,,,,,,DRL Repeaters,CCARC,,,Denver Radio League,690473,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,117.3,ESE,,447.825,442.825,D073,D073,Jefferson,On-Air,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,CCARC,,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,117.6,ESE,,448.75,443.75,100,100,Jefferson,On-Air,Local.,N0ELY,E-power.,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,117.9,ESE,,147.21,147.81,100,100,Jefferson,On-Air,,,,,,DVARC: Thu at 15:30. The net allows DWARC members the ability to test the radio capabilities as well as policies and procedures. This NET is a work in progress and has a good possibility to change times and locations.,,,,,Denver Water Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,23,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,118.7,SE,,446.875,441.875,,,Douglas,On-Air,,RMHAM,,Full-time to the  Colorado TRBO System .,,,http://www.rmham.org,CCARC,,,W0VG,,,,,,,6,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,119.5,S,,146.925,146.325,,,Mineral,Off-Air,,,,,WA0JS license expired,,,CCARC,,,Creede ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,119.7,ESE,,446.925,441.925,,,Douglas,On-Air,,,,Full-time to the  Colorado TRBO System .,See the website for programming info.,,Rocky Mountain Ham Radio,CCARC,,,,,,,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,119.7,ESE,,447.525,442.525,146.2,146.2,Douglas,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",Colorado ARES,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,CCARC,,,EmComm Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,120.2,E,,146.76,146.16,100,,Boulder,On-Air,Wide area.,Boulder County ARES,5,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,CCARC,,,Rocky Mtn VHF Soc,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,121.5,S,,145.325,144.725,127.3,,San Juan,On-Air,,,Solar powered,,,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,121.5,S,,444,449,67,,Huerfano,On-Air,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,121.5,S,,447.525,442.525,127.3,,San Juan,On-Air,Wide area.,,E-power.,,,,,CCARC,,,KB5ITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,121.7,E,,449.825,444.825,103.5,,Boulder,On-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,,6,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Repeater,CCARC,,,Rocky Mountain Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,121.7,E,,448.925,443.925,131.8,,Boulder,On-Air,,,,,,,,CCARC,,,W0LMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,122.3,S,,449.525,444.525,100,100,Mineral,On-Air,,The Fun Machine,,Full-time to the  The Fun Machine System .,,,,,,,N0PKT,,,43265,DM67lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,122.5,S,,147.375,147.975,156.7,,San Juan,On-Air,Wide area.,,13,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,123.2,ESE,,449.3,444.3,100,,Adams,On-Air,,,,,,,,CCARC,,,N1UPS,43699,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,125.1,ESE,,449.65,444.65,,,Denver,On-Air,,,,,,,,CCARC,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,125.1,ESE,,449.675,444.675,,,Denver,On-Air,,,,,,,,CCARC,,,Colorado Amateur Repeater Network (CARN),,7708,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,125.1,ESE,,448.425,443.425,107.2,107.2,Douglas,On-Air,Wide area,ARESDEC,,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,,http://www.w0cra.org,,,,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,125.1,ESE,,147.225,147.825,107.2,107.2,Douglas,On-Air,Wide area,CRA VHF Link System,Closed autopatch,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .",,"CRA Net, Sunday 9AM",Colorado Repeater Association,CCARC,,,Colorado Repeater Association (CRA),347086,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,125.1,,,449.975,444.975,100,100,Douglas,On-Air,,The Fun Machine,Simulcast and Voted with Cedarwood and Methodist.,Full-time to the  The Fun Machine System .,"Can be linked to Allstar, Echolink and others by a Sysop",,The Fun Machine,CCARC,,,K0JSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,125.1,ESE,,447.925,442.925,100,100,Denver,On-Air,,,,,,,,CCARC,,,RADOPS El Jebel Shriners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,125.1,ESE,,447.9,442.9,CSQ,,Denver,Off-Air,,,,,,,,CCARC,,,WB0TPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,125.2,ESE,,448.55,443.55,82.5,,Denver,Off-Air,,,E-power.,,,,,CCARC,,,HPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,125.2,ESE,,447.175,442.175,100,100,Denver,On-Air,,,,,,,,CCARC,,,W0JRL,201712,,29997,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,125.2,ESE,,448.075,443.075,123,,Denver,On-Air,,,,,,,,CCARC,,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,125.2,ESE,,145.475,144.875,100,,Jefferson,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,E-power.,,,,Intermountain Repeater Group,CCARC,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,125.2,ESE,,146.715,146.115,123,123,Denver,On-Air,,,E-power.,,,,,CCARC,,,EARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,125.4,E,,448.8,443.8,88.5,88.5,Boulder,On-Air,,,30,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,LARC: Sun at 20:00.,,CCARC,,,Longmont ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,125.4,E,,448.525,443.525,151.4,,Boulder,On-Air,,,,,,,,CCARC,,,N0EPA,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,125.4,E,,147.27,147.87,100,100,Boulder,On-Air,Wide area: Northern Colorado.,,"Closed autopatch, e-power, EchoLink.","Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,http://w0eno.org/?q=node/11,CCARC,,,Longmont ARC (LARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,126.4,E,,147.045,147.645,123,CSQ,Adams,On-Air,,,E-power.,,,,,CCARC,,,Northglenn RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,127,SE,,449,444,67,67,Fremont,On-Air,,,"E-power (Solar, Wind)",Full-time to the  Mega-Link System .,North of the Royal Gorge Bridge.,,Mega Link,CCARC,,,WB0WDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,127.2,SE,,449.325,444.325,103.5,103.5,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",Amateur Radio Motorcycle Club,E-power. Allstar Node 27976,,Node # 27976,"Sunday 1500 MST
Tuesday 1730 MST",,CCARC,,,KA4EPS,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,127.2,SE,,447.675,442.675,179.9,179.9,Teller,On-Air,,,E-power.,,,,,CCARC,,,Mountain Amateur Radio Club (MARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,127.2,SE,,927.9,902.9,D205,D205,Teller,On-Air,,,,,,,,CCARC,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,127.3,SE,,448.65,443.65,107.2,,Teller,On-Air,,MARC,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,MARC/PCRC: Tue at 19:30.,,CCARC,,,Mountain ARC (MARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,127.3,SE,,146.82,146.22,107.2,,Teller,On-Air,,,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 19:30.,,CCARC,,,Mountain ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,127.3,SE,,449.025,444.025,141.3,,Teller,,,,Linked.,,,,,CCARC,,Unknown,Mountain Amateur Radio Club (MARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,127.3,SE,,145.415,144.815,179.9,,Teller,,,,"Closed autopatch, e-power.",,,,,CCARC,,Unknown,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,127.7,SE,,1287.7,1267.7,67,,Teller,Testing,,,,,Testing in Canon City,,,CCARC,,,WB0WDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,127.7,SE,,147.015,147.615,107.2,,Teller,On-Air,,,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,MARC/PCRC: Tue at 19:30.,,CCARC,,,Mountain ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,127.7,SE,,447.4,442.4,67,,Teller,On-Air,,,"E-power, Solar, Remote Base",,,,,CCARC,,,WB0WDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
