Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Coordination,Last update,On-air,Features,Coverage,AllStar,D-STAR Enabled,Node,Sources,EchoLink,IRLP,Links,Commands,Nets,Web links,Notes,DMR Enabled,Color Code,Wide Network,Grid,Location Photo,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Feed,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Local/Cluster,Mountain Reg USA,YSF Digital Enabled,DG-ID,WIRES-X,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local,Wyoming,WyLOCAL,Worldwide English,N. Colorado
146.86,-0.6,100,WB7REL,"Monroe, Monroe Peak",UT,OPEN,,193.1,W,,146.86,146.26,100,,Sevier,On-Air,"WB7REL, Sanpete Co SO",,UVHFS,,,11,"The general area of Salina, including Scipio, Manti, and south of Richfield, and coverage east into Emery, Ferron, and the San Rafael Desert.",,,,,,,Full-time to the  Skyline Repeater System .,,,Skyline Repeater System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WA7HSW,"Monroe, Monroe Peak",UT,OPEN,,193.1,W,,146.64,146.04,100,,Sevier,On-Air,Sanpete Co SO,,UVHFS,,,Autopatch.,"Richfield and its surrounding communities including Nephi to the north, Fillmore to the west, Ferron and Emery to the east, and Panguitch to the south.",,,,,,,,,,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,114.8,W7DHH,"Monroe, Monroe Peak",UT,OPEN,,193.1,W,,447.45,442.45,114.8,,Sevier,On-Air,,,UVHFS,,,,"Wide area: Richfield and its surrounding communities including Nephi to the north, Fillmore to the west, Ferron and Emery to the east, and Panguitch to the south.",,,,,,,Full-time to the  Skyline Repeater System .,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,193.3,E,,146.76,146.16,100,,Boulder,On-Air,Rocky Mtn VHF Soc,Boulder County ARES,CCARC,,,5,Wide area.,,,,,,,,,,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,194,E,,448.925,443.925,131.8,,Boulder,On-Air,W0LMA,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,K7JL,"Snowbird, Hidden Peak",UT,OPEN,,194,WNW,,147.18,147.78,100,,Utah,On-Air,K7JL,Intermountain Intertie,UVHFS,,,E-power.,"Wide area: Northern Utah, extreme Southwestern Wyoming, Southeastern Idaho, spotty coverage into Western Colorado and Eastern Nevada.  Map",,,,,,,"Full-time to  
        146.94000 (WR7AAA) at Milford, Frisco Peak, UT .
 


Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.02000 (K7OGM) at Laketown, Bear Lake, UT .
 


Full-time to  
        146.86000 (K7JL) at Evanston, Medicine Butte, WY .
 


Full-time to the  Intermountain Intertie System .",,UVHFS: Tue at 20:00.,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,194,E,,449.825,444.825,103.5,,Boulder,On-Air,Rocky Mountain Radio League,,CCARC,,,6,Along the foothills and into Boulder where the 94 repeater is shadowed.,,,,,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,194.3,ESE,,145.19,144.59,131.8,131.8,Douglas,On-Air,N0OBA Owner,,,,,,Wide area coverage at 8300' Pueblo to Ft. Collins+,,,,,10079,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,,NT3ST,"American Fork, KD7BBC QTH",UT,OPEN,,194.5,WNW,,447.975,442.975,,,Utah,On-Air,,,UVHFS,,,,20,,,NT3ST (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,https://nt3st.zzt.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,194.9,E,,449.3,444.3,100,,Adams,On-Air,N1UPS,,CCARC,,,,,,,,,43699,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,,NZ6Z,Park City,UT,OPEN,,195.1,NW,,447.5,442.5,,,Summit,On-Air,,,UVHFS,,,7,"Park City, Heber, Coalville and other nearby communities.",,,,,,,"Full-time to  
        145.23000 (NZ6Z) at Park City, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,195.1,SE,,224.32,222.72,88.5,,Custer,Off-Air,Pueblo Ham Club,,CCARC,,,11,,,,,,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,195.1,SE,,449.625,444.625,107.2,,Custer,On-Air,,,CCARC,,,E-power.,,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,100,NZ6Z,Park City,UT,OPEN,,195.1,NW,,145.23,144.63,100,,Summit,,,,UVHFS,,Unknown,7,"Park City, Heber, Coalville and other nearby communities.",,,,,,,"Full-time to  
        447.50000 (NZ6Z) at Park City, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,195.1,SE,,447.175,442.175,88.5,,Pueblo,Off-Air,Pueblo HC,,CCARC,,,11,Wide area: Southeast Colorado.,,,,,,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,195.6,NE,,147.015,147.615,146.2,,Albany,On-Air,"Albany County ARES/RACES, University Amateur Radio",,,,,,Albany County,,,,,82070,,,,,http://www.uwyo.edu/uarc/,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,131.8,KA7EGC,"American Fork, Utah Lake",UT,OPEN,,195.7,WNW,,449.175,444.175,131.8,,Utah,On-Air,,,UVHFS,,,,Utah Valley.,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,196,E,,146.715,146.115,123,123,Denver,On-Air,EARS,,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,196,E,,447.9,442.9,CSQ,,Denver,Off-Air,WB0TPT,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,196,E,,448.075,443.075,123,,Denver,On-Air,W0IG,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,196,E,,447.925,442.925,100,100,Denver,On-Air,RADOPS El Jebel Shriners,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,196,E,,448.55,443.55,82.5,,Denver,Off-Air,HPRA,,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,196,E,,145.475,144.875,100,,Jefferson,On-Air,Intermountain Repeater Group,,CCARC,,,E-power.,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,196,E,,449.65,444.65,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,196,E,,449.675,444.675,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,7708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,196.1,E,,447.175,442.175,100,100,Denver,On-Air,W0JRL,,CCARC,,,,,29997,,,,201712,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,167.9,KX7VC,"Highland, KX7VC QTH",UT,OPEN,,196.4,WNW,,447.725,442.725,167.9,167.9,Utah,On-Air,,,,,,,,,,,,,,,,,,Normally connected via Allstar to Alaska Morning Net,,,,DN40ck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,,KB7HAF,"Park City,  Murdock Peak",UT,OPEN,,197.2,NW,,448.475,443.475,,,Summit,On-Air,,,UVHFS,,,8,"Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,197.3,ESE,,447.725,442.725,100,100,El Paso,On-Air,K0NR,,CCARC,,,30,Local.,,,,,,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,197.6,ESE,,449.95,444.95,77,77,Douglas,On-Air,W9SL Owner,,CCARC,,,,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,100,KA7EGC,"Provo, Lake Mountain",UT,OPEN,,197.8,WNW,,447.875,442.875,100,,Utah,Off-Air,,,UVHFS,,,7,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,173.8,K7UCS,"Provo, Lake Mountain",UT,CLOSED,,197.8,WNW,,449.675,444.675,173.8,,Utah,On-Air,Utah Co ARES,,UVHFS,,,7,Utah County from Alpine to Payson.,,,,,,,"Full-time to  
        448.32500 (K7UCS) at Provo, Lake Mountain, UT .",,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.475,-5,100,WA7GIE,"Provo, Lake Mountain",UT,OPEN,I,197.8,WNW,,449.475,444.475,100,,Utah,On-Air,,,UVHFS,,,7,Wide area: Utah County from Alpine to Payson.,,,,,,5620,"Full-time to  
        449.42500 (WA7GIE) at Salt Lake City, Nelson Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,197.9,ESE,,145.265,144.665,100,100,El Paso,Off-Air,Pikes Peak FM Association,,CCARC,,,"Closed autopatch, e-power.",Local. Good coverage of I25 in Colorado Springs.,,,,,,,,,,PPFMA Repeaters,Repeater has been moved.,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
448.875,-5,,KG7QWU,Lehi,UT,OPEN,,197.9,WNW,,448.875,443.875,,,Utah,On-Air,Rick Whittaker,"Lehi Amateur Radio Club, Lehi CERT, LDS Church ERC",,,,"linked, e-power",I-15 from Lehi to Nephi. 30 mi radius.,,,,,,,,,"CERT, Lehi Cedar Hollow Stake, Saratoga Springs CERT",,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,197.9,ESE,,448.8,443.8,100,100,El Paso,Off-Air,Pikes Peak FM Assoc,,CCARC,,,,,,,,,,,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,CC1,KC7WSU,Lehi,UT,OPEN,,197.9,WNW,,447.05,442.05,,,Utah,Off-Air,,,,,,,,,,,,,,,,,,,,1,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,DMR-UTAH,,,1,1,1,,2,,,,,,,,2,2,,,,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,198.3,E,,147.045,147.645,123,CSQ,Adams,On-Air,Northglenn RA,,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,WA7GIE,"Coalville,  Lewis Peak",UT,OPEN,,198.4,NW,,449.55,444.55,100,,Summit,On-Air,,,UVHFS,,,IRLP,"Wide area: Park City, Heber, Coalville and other nearby communities. Western side of the Salt Lake valley.",,,,,,,,,,,PL 131.8? Node usually connected to  5620 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,WA7GIE,"Coalville,  Lewis Peak",UT,CLOSED,,198.4,NW,,448.65,443.65,,,Summit,On-Air,Desert ARS,,UVHFS,,,9,"Wide area: Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,,WB7TSQ,"Coalville,  Lewis Peak",UT,OPEN,,198.4,NW,,448.9,443.9,,,Summit,,,,UVHFS,,Unknown,"Remote base, 9,304'.","Wide area: Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,WA7GIE,"Coalville, Lewis Peak",UT,OPEN,,198.4,NW,,147.36,147.96,100,,Summit,On-Air,,Wasatch Back Tri-County ARC,UVHFS,,,9,"Wide area: Western side of the Salt Lake valley. Park City, Heber, Coalville and other nearby communities.",,,,,,,,,SCARC: Thu at 2100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,114.8,N7IMF,"Lehi, Lake Mountain",UT,OPEN,,198.5,WNW,,448.7,443.7,114.8,,Salt Lake,Off-Air,,,UVHFS,,,7,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,136.5,K7HEN,"Coalville, Lewis Peak",UT,OPEN,,198.5,NW,,147.24,147.84,136.5,,Summit,On-Air,,,UVHFS,,,"Autopatch, 9,304'.",Wide area.,,,,,,,"Full-time to  
        147.16000 (K7HEN) at Heber City, Strawberry Peak, UT .
 


Full-time to  
        147.14000 (K7MLA) at West Jordan, Butterfield Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,198.6,ESE,,146.76,146.16,107.2,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group,,CCARC,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,198.6,ESE,,448.1,443.1,107.2,107.2,El Paso,On-Air,,,CCARC,,,"Closed autopatch, e-power.",Wide area.,,,,,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,198.6,ESE,,448,443,107.2,,El Paso,On-Air,,,CCARC,,,,,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,198.6,ESE,,147.345,147.945,107.2,107.2,El Paso,On-Air,,,CCARC,,,"Closed autopatch, e-power.",Wide area.,,,,,,3854,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,http://www.cmrg.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,198.6,ESE,,145.16,144.56,107.2,107.2,El Paso,On-Air,Colorado Repeater Association,CRA VHF Link System,CCARC,,,"Closed autopatch, e-power.","Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",,,,,347086,3990,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,http://www.w0cra.org/info/cosprgs.html#145160,Switch to this repeater at mile marker 170 on I-25.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,100,KF7RCZ,Saratoga Springs,UT,OPEN,,198.6,WNW,,447.675,442.675,100,,Utah,On-Air,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,,W7SP,"Provo, Lake Mountain",UT,OPEN,EI,198.7,WNW,,146.76,146.16,,,Utah,On-Air,Utah ARC,,UVHFS,,,Closed autopatch.,"Wide area: Via mobile (50 watts, 1/4 wave or better): This repeater covers the Utah and Salt Lake Valleys, south along I-15 as far south as Filmore (spotty coverage,) portions of the west desert, and points north to the Idaho border. Very spotty coverage eastwards into the Wasatch. Via handie-talkie: Coverage is good in Utah county, marginal in many parts of Salt Lake county, particularly in the southern part of the valley.  Map . 90 mi radius.",,,,,703269,3352,,"While anyone may Dial In to this node, only UARC members will be given the ""prefix code"" that will allow them to Dial Out into the IRLP network.",Wednesday at 19:00,http://utaharc.org/rptr/76rpt.html,7,,,,DN40ag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.56,-1.6,100,K7UVA,"Orem, Lake Mountain",UT,OPEN,E,198.8,WNW,,224.56,222.96,100,,Utah,On-Air,UVARC (Utah Valley Amateur Radio Club),UVARC (Utah Valley Amateur Radio Club),UVHFS,,,10,"Utah County, Salt Lake County, Juab County",,,,,762028,,"Full-time to  
        448.20000 (K7UVA) at Orem, Lake Mountain, UT .
 


Full-time to  
        146.78000 (K7UVA) at Orem, Lake Mountain, UT .",,Ladies Net: Tue 19:00 Youth Net: Thu 18:30 New Ham Net: Thu 19:00 Family History Net: Sat 20:0,http://uvarc.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,198.8,E,,448.525,443.525,151.4,,Boulder,On-Air,N0EPA,,CCARC,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,198.8,E,,448.8,443.8,88.5,88.5,Boulder,On-Air,Longmont ARC,,CCARC,,,30,,,,,,,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.7,-1.6,107.2,KE7AU,"Provo, Lake Mountain",UT,OPEN,,198.8,WNW,,224.7,223.1,107.2,,Utah,Off-Air,,,UVHFS,,,7,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar valley and its surrounding communities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.42,-1.6,156.7,W7WJC,"Provo, Lake Mountain",UT,OPEN,,198.8,WNW,,224.42,222.82,156.7,,Utah,On-Air,Utah County Radio Club,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,103.5,K7UCS,"Provo, Lake Mountain",UT,CLOSED,,198.8,WNW,,448.325,443.325,103.5,,Utah,Off-Air,Utah Co ARES,,UVHFS,,,7,Wide area: Utah County from Alpine to Payson.,,,,,,,"Full-time to  
        449.67500 (K7UCS) at Provo, Lake Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.78,-0.6,100,K7UVA,"Orem, Lake Mountain",UT,OPEN,E,198.8,WNW,,146.78,146.18,100,,Utah,On-Air,UVARC (Utah Valley Amateur Radio Club),UVARC (Utah Valley Amateur Radio Club),UVHFS,,,,"Utah County, Salt Lake County",,,,,762028,,"Full-time to  
        448.20000 (K7UVA) at Orem, Lake Mountain, UT .
 


Full-time to  
        224.56000 (K7UVA) at Orem, Lake Mountain, UT .",,Ladies Net: Tue 19:00 Youth Net: Thu 18:30 New Ham Net: Thu 19:00 Family History Net: Sat 20:00,http://uvarc.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,141.3,K7UCS,"Provo, Lake Mountain",UT,OPEN,,198.8,WNW,,147.28,147.88,141.3,,Utah,On-Air,Utah Co ARES,,UVHFS,,,E-power.,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar valley and its surrounding communities.,,,,,,,"Full-time to  
        449.67500 (K7UCS) at Provo, Lake Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,131.8,K7UCS,"Provo, Lake Mountain",UT,OPEN,,198.8,WNW,,145.23,144.63,131.8,,Utah,On-Air,Utah Co ARES,,UVHFS,,,E-power.,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,198.8,E,,147.27,147.87,100,100,Boulder,On-Air,Longmont ARC (LARC),,CCARC,,,"Closed autopatch, e-power, EchoLink.",Wide area: Northern Colorado.,,,,,,,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,131.8,K7UCS,"Provo, Lake Mountain",UT,OPEN,,198.8,WNW,,449.975,444.975,131.8,,Utah,On-Air,Utah Co ARES,,UVHFS,,,7,Wide area: Utah County from Alpine to Payson. Utah Valley and Spanish Fork Canyon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,K7UVA,"Orem, Lake Mountain",UT,OPEN,E,198.8,WNW,,448.2,443.2,100,,Utah,On-Air,UVARC (Utah Valley Amateur Radio Club),UVARC (Utah Valley Amateur Radio Club),UVHFS,,,10,"Utah County, Salt Lake County, Juab County",,,,,762028,,"Full-time to  
        146.78000 (K7UVA) at Orem, Lake Mountain, UT .
 


Full-time to  
        224.56000 (K7UVA) at Orem, Lake Mountain, UT .",,"Ladies' Net Tue 1900, Youth Net Thu 1830, New Ham Net Thu 1900, Family History Net Sat 20:00",http://uvarc.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,77,WX7Y,"Draper, Lake Mountain",UT,OPEN,EI,199.4,WNW,,147.08,147.68,77,,Salt Lake,On-Air,Sinbad Desert ARC,,UVHFS,,,,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,,,,,64264,3270,,,,http://sdarc.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
