Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Downlink Tone,Op Status,Coverage,Affiliate,AllStar,Notes,Nets,Links,Web links,EchoLink,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,IRLP,Worldwide,North America,Local/Cluster,Feed,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Mixed-Mode,Commands,Location Photo,Grid,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,71.5,N,,449.55,444.55,100,Boulder,,Rocky Mtn VHF Soc,8,CCARC,,,On-Air,Denver metro area.,,,,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,71.5,N,,1299.5,1279.5,,Boulder,,Boulder County ARES,E-power.,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,72.1,E,,449.25,444.25,123,Elbert,,K0UPS Club c/o N1UPS,Full duplex node.,CCARC,,123,On-Air,"I-70 Limon, Co area.",,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,3349,,,,,,,,,,3349,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,72.3,NNW,,147.285,147.885,88.5,Grand,,Colorado Connection,,CCARC,,123,On-Air,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,72.3,NNE,,447.625,442.625,100,Adams,,Intermountain Repeater Group,,,,,On-Air,Local/North Metro,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,72.7,N,,1283.8625,1263.8625,,Boulder,,Boulder County ARES,E-power.,CCARC,,,On-Air,20,,,,,,,,,,,,,,,,,,,,,,,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,72.7,N,,145.3875,144.7875,,Boulder,,Boulder County ARES,E-power.,CCARC,,,On-Air,20,,,,,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,,,,,,,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,72.8,N,,447.3,442.3,107.2,Weld,,,,CCARC,,,On-Air,,,,,,,,405804,,,,,,,,,,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,73.1,SSE,,449.975,444.975,100,Pueblo,,K0JSC,2,CCARC,,100,On-Air,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",,28368,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.","Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",K0JSC dot Com,363976,,,,,,,,,,7301,,,,Listen Live,,,,,,,,,DM78SA18,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,73.6,N,,146.76,146.16,100,Boulder,,Rocky Mtn VHF Soc,5,CCARC,,,On-Air,Wide area.,Boulder County ARES,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,73.6,ESE,,449.9,444.9,107.2,Lincoln,,,,CCARC,,,On-Air,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,74.1,N,,146.73,146.13,91.5,Boulder,,BARC,12,CCARC,,91.5,Off-Air,Local,,,,,,http://www.ked-wireless.com/products1.htm,115482,,,,,,,,,,,,,,,,,,,,,,,DN70jb,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,76.2,NNW,,447.975,442.975,107.2,Boulder,,Colorado Repeater Association (CRA),Closed autopatch.,CCARC,,107.2,On-Air,Wide area: Boulder/Longmont area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,76.2,NNW,,145.46,144.86,107.2,Boulder,,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",CCARC,,107.2,On-Air,Boulder/Denver Metro,CRA VHF Link System,,,,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,347086,,,,,,,,,,3990,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,76.2,NNW,,146.91,147.51,123,Boulder,,,,,,127.3,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder","Town of Gold Hill, Colorado",,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",,http://goldhilltown.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,76.2,NNW,,447.75,442.75,141.3,Boulder,,Rocky Mountain Ham Radio,,CCARC,,141.3,On-Air,,,,,,,,,,,,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,76.2,NNW,,446.9875,441.9875,,Boulder,,Rocky Mountain Ham Radio,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,,On-Air,,,,,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,76.2,NNW,,445.05,440.05,,Boulder,,Rocky Mountain Ham Radio,The DMR-MARC Worldwide Network,CCARC,,,On-Air,Wide area,,,,,,,,,1,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,76.2,NNW,,224.02,222.42,,Boulder,,Rocky Mtn VHF Soc,8,CCARC,,,On-Air,Denver metro area.,,,,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",RMVHS repeaters,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,76.5,N,,224.96,223.36,CSQ,Weld,,AC0KC,,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,76.7,NNW,,447.45,442.45,103.5,Grand,,W0IG,,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,77.1,WSW,,145.325,144.725,100,Chaffee,,Chaffee Lake Amateur Repeater Association,,,,,On-Air,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,81.1,N,,147.27,147.87,100,Boulder,,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.",CCARC,,100,On-Air,Wide area: Northern Colorado.,,,,,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,81.1,N,,448.8,443.8,88.5,Boulder,,Longmont ARC,30,CCARC,,88.5,On-Air,,,,,LARC: Sun at 20:00.,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,81.1,N,,448.525,443.525,151.4,Boulder,,N0EPA,,CCARC,,,On-Air,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,81.3,WNW,,146.61,146.01,107.2,Eagle,,ECHO,11,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,83.4,WNW,,449.9,444.9,107.2,Eagle,,ECHO,,CCARC,,107.2,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,83.4,WNW,,224.8,223.2,,Eagle,Unknown,ECHO,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,84.2,WSW,,447.65,442.65,151.4,Gunnison,,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",CCARC,,151.4,On-Air,Gunnison valley and along East and west on Highway 50.,,,,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,84.3,NNW,,147.03,147.63,100,Boulder,,KI0HG,,CCARC,,,On-Air,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,85.7,E,,446.7375,441.7375,,Lincoln,,K0RTS KC0VJD,,CCARC,,,On-Air,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",RMHam,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,,,8,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,86.2,E,,147.06,147.66,103.5,Lincoln,,BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",CCARC,,,On-Air,"I-70, US-71, US-287, US-40, US-24",,42740,,Big Sandy Net: Wed 19:00,,http://www.bigsandyradio.com/,791116,,,,,,,,,,3794,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,86.5,WNW,,445.075,440.075,,Eagle,,K2AD,,CCARC,,,On-Air,,Rocky Mountain Ham Radio,,,,,http://www.rmham.org/,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,87.7,WNW,,147.345,147.945,88.5,Eagle,,Colorado Connection,9,CCARC,,123,On-Air,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,88.9,NNW,,446.875,441.875,,Clear Creek,,,,,,,On-Air,,RMHAM,,,,,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,88.9,NNW,,146.82,146.22,123,Grand,Unknown,GCARA,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,90.5,SSE,,146.73,146.13,88.5,Huerfano,,Pueblo Ham Club,6,CCARC,,,On-Air,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,95.9,W,,447.05,442.05,136.5,Pitkin,,Roaring Fork Amateur Repeater Cooperative,,CCARC,,136.5,On-Air,Aspen-Snowmass areas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,96.7,NNW,,146.685,146.085,123,Larimer,,Estes Valley ARC,E-power.,CCARC,,,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",,625757,,,,,,,,,,7268,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,97,N,,224.32,222.72,100,Larimer,,KN6VV,"Closed autopatch, e-power.",CCARC,,100,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,97,N,,449.575,444.575,100,Larimer,,Loveland Rptr Assoc,"Closed autopatch, e-power.",CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,97.1,N,,147.195,147.795,100,Larimer,,Loveland Repeater Assoc,"Closed autopatch, e-power.",CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,98.7,NNW,,449.8,444.8,123,Larimer,,Estes Valley ARC,E-Power,CCARC,,,On-Air,,,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",,625757,,,,,,,,,,7268,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,99.2,N,,449.725,444.725,127.3,Weld,,K0OJ,"Autopatch, WX.",CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,99.2,N,,146.85,146.25,100,Weld,,Northern Colorado ARC,"E-power, WX.",CCARC,,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,100.3,N,,448.025,443.025,100,Larimer,,Northern Colorado ARC,,CCARC,,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,100.5,N,,449.325,444.325,,Weld,,Colorado Amateur Repeater Network (CARN),,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,100.5,N,,147,147.6,100,Weld,,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",CCARC,,100,On-Air,,,,,,,,,,,,,,,,,,3839,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,100.5,N,,448.475,443.475,100,Weld,,Weld Amateur Radio Society (WARS),,CCARC,,,On-Air,,,,,,,http://www.warsco.org/,,,,,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,101.9,W,,146.67,146.07,107.2,Pitkin,,Ski Country ARC,Linked.,CCARC,,,On-Air,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,102.2,NW,,147.075,147.675,88.5,Grand,,Colorado Connection,,CCARC,,123,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,,Part of the Colorado Connection system of Repeaters,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,102.9,S,,145.355,144.755,100,Huerfano,,N0JPX,"E-power, linked.",CCARC,,,On-Air,,,,,,,,,,,,,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,102.9,SW,,146.64,146.04,77,Rio Grande,,,,,,77,On-Air,Low level local coverage,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,103.3,SW,,447.1,442.1,77,Saguache,,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,105.2,N,,1283.55,1263.55,100,Larimer,,K1TJ Repeater System,,CCARC,,,On-Air,Northern Colorado Front Range,,,,,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,105.2,N,,447.45,442.45,123,Larimer,,,,CCARC,,,On-Air,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,105.2,N,,446.7375,441.7375,,Larimer,,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,CCARC,,,On-Air,Wide area: North Front Range.,,,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,105.3,WSW,,147.12,147.72,,Gunnison,,W0VTL,E-power.,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,105.3,WSW,,449.95,444.95,,Gunnison,Unknown,K5GF,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,106.9,N,,446.75,441.75,,Larimer,,Rocky Mountain Ham Radio,,CCARC,,,On-Air,,,,See website for complete info on color codes/time slot assignment.,,Full-time to the  Colorado TRBO System .,http://www.rmham.org,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,106.9,N,,145.265,144.665,,Larimer,,W0DMR - NoCo C-bridge Network,,CCARC,,,On-Air,Northern Colorado Front Range Wide Area coverage.,Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,http://www.w0dmr.org/,,,2,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,1,2,,,,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,,2,1,1,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,107.1,N,,145.115,144.515,100,Larimer,,Northern Colorado ARC,7,CCARC,,100,On-Air,Wide area.,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,107.1,N,,927.825,902.825,100,Larimer,,AB0SF,,CCARC,,100,On-Air,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,107.1,N,,447.275,442.275,100,Larimer,,Northern Colorado ARC,"Closed autopatch, e-power.",CCARC,,100,On-Air,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,107.1,N,,224.52,222.92,100,Larimer,,Northern Colorado ARC,E-power.,CCARC,,100,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,107.1,N,,927.95,902.95,100,Larimer,,K1TJ Repeater System,25,CCARC,,100,On-Air,Northern Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,107.3,N,,147.39,147.99,,Larimer,,KT0L - NoCo C-Bridge Network,,CCARC,,,On-Air,"Fort Collins east side, into Red Feather Lakes area.",,,,Tac 310 Net: Sun at 18:00.,,Documentation,,,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,
