Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,IRLP,Uplink Tone,Downlink Tone,YSF Digital Enabled,DG-ID,Coverage,Features,Mixed-Mode,Web links,EchoLink,Links,DMR Enabled,Color Code,Wide Network,Talkgroups,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Nets,Talkgroup Network,Worldwide English,North America,Colorado,Affiliate,Commands,Notes,Worldwide,English,Northern Colorado,Southern Colorado,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Feed,Local Network,Denver Regional,AllStar,WIRES-X,On-air,P25 Digital Enabled,NAC,Default Reflector,Wyoming,WyLOCAL,Location Photo
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,49.9,N,yes,145.235,144.635,,,,Laramie,On-Air,N7GT,WRCG,yes,,114.8,,,,Local: Cheyenne.,,,,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,57.1,NNW,yes,448.15,443.15,,,,Laramie,Off-Air,KB7SWR,WRCG,yes,,100,,,,,,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,49.9,N,yes,449.9,444.9,,,,Laramie,On-Air,N7JJY,,yes,,100,100,,,From 5 miles to 25 miles,,,,,,,,,,,,,,,,,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,50.7,N,yes,448.95,443.95,,,,Laramie,On-Air,,WRCG,yes,,151.4,151.4,,,Local,,,,,,yes,15,,,,,,,,,,,,,,,Brandmiester and analog.,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,51.4,SSW,yes,147.21,147.81,,,,Jefferson,On-Air,Denver Water Amateur Radio Club,,yes,3241,100,100,,,,,Yes; analog capable.,http://www.dwarc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,51.4,SSW,yes,448.35,443.35,,,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),CCARC,yes,,,,yes,Open ↑ / Open ↓,Denver Metro and surrounding,,,http://www.DWARC.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,52.9,SW,yes,145.31,144.71,,,,Gilpin,On-Air,Colorado Connection,CCARC,yes,,88.5,123,,,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",10,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,66.9,WSW,yes,147.285,147.885,,,,Grand,On-Air,Colorado Connection,CCARC,yes,,88.5,123,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,80.9,SE,yes,145.4,144.8,,,,Washington,On-Air,Colorado Connection,CCARC,yes,,88.5,123,,,Northeastern plains of Colorado.,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,Part of the Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,89.2,W,yes,145.16,144.56,,,,Jackson,On-Air,Colorado Connection,CCARC,yes,,88.5,123,,,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",8,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,Part of the Colorado Connection system of repeaters.,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,92.1,WSW,yes,147.075,147.675,,,,Grand,On-Air,Colorado Connection,CCARC,yes,,88.5,123,,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,Part of the Colorado Connection system of Repeaters,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,95,SW,yes,147.39,147.99,,,,Summit,On-Air,Colorado Connection,CCARC,yes,,88.5,123,,,Wide area.,12,,Breckenridge Repeater,,Full-time to the  Colorado Connection System .,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx",,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,106.6,WSW,yes,147.345,147.945,,,,Eagle,On-Air,Colorado Connection,CCARC,yes,,88.5,123,,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,9,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,111.2,SW,yes,145.445,144.845,,,,Lake,On-Air,Colorado Connection,CCARC,yes,,88.5,,,,,E-power (solar).,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,111.7,W,yes,147.165,147.765,,,,Routt,On-Air,Colorado Connection,,yes,,88.5,123,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,111.7,W,yes,449.625,444.625,,,,Routt,On-Air,"Colorado Connection Repeaters, Inc.",,yes,,123,123,,,Local Steamboat Area,Statewide Linked System,,http://colcon.org,,,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,116.2,S,yes,145.13,144.53,,,,El Paso,On-Air,Colorado Connection,CCARC,yes,,88.5,123,,,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,9,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,,,Linked into the Colorado Connection System,,,,,,,,,,,Listen Live,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,149.2,W,yes,146.97,146.37,,,,Moffat,On-Air,Northwest Colorado Amateur Radio Association,CCARC,yes,,88.5,123,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,152.4,SSW,yes,147.285,147.885,,,,Chaffee,On-Air,Colorado Connection,CCARC,yes,,88.5,123,,,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",11,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,157.4,WSW,yes,146.85,146.25,,,,Garfield,On-Air,Colorado Connection,CCARC,yes,,88.5,123,,,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",70,,,,,,,,,,,,,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,Part of the Colorado Connection System of Repeaters,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,195.4,WSW,yes,145.355,144.755,,,,Mesa,On-Air,Colorado Connection,CCARC,yes,,88.5,123,,,"Rifle to the east, several miles east of Green River, Utah to the west.",E-power.,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,225.7,WSW,yes,147.355,146.755,,,,Mesa,On-Air,Colorado Connection,CCARC,yes,,88.5,123,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,53.5,SSW,yes,448.125,443.125,,,,Jefferson,On-Air,Denver PD EEB,CCARC,yes,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,53.5,SSW,yes,927.7875,902.7875,,,,Jefferson,On-Air,N0PYY,,yes,,156.7,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,65.9,SW,yes,147.3,147.9,,,,Clear Creek,On-Air,Denver PD EEB,CCARC,yes,,103.5,103.5,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,53.5,SSW,yes,448.975,443.975,,,,Jefferson,On-Air,FRG,CCARC,yes,,123,,,,Wide area.,Linkable VHF/UHF Remote Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42845,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,53.7,SSW,yes,447.825,442.825,,,,Jefferson,On-Air,Denver Radio Club,CCARC,yes,,D073,D073,,,,,,,,,,,,,,,,,,,,,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,55.7,SSW,yes,53.09,51.39,,,,Jefferson,On-Air,Denver Radio Club,CCARC,yes,,107.2,,,,Metro Denver area.,E-power.,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,56.1,SSW,yes,147.33,147.93,,,,Jefferson,On-Air,Denver Radio Club,CCARC,yes,,100,,,,Metro Denver and the foothills.,E-power.,,DRC Repeaters,,,,,,,,,,,,SATERN: Thu at 19:30.,,,,,,,Not recommeded to use tone squelch on this repeater.,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,56.1,SSW,yes,224.38,222.78,,,,Jefferson,On-Air,Denver Radio Club,CCARC,yes,,100,100,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,56.1,SSW,yes,449.775,444.775,,,,Jefferson,On-Air,Denver Radio Club,CCARC,yes,,100,100,yes,Open ↑ / Open ↓,Metro Denver,,Yes; analog capable.,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,57.2,SW,yes,446.7875,441.7875,,,,Jefferson,On-Air,Denver Radio Club,CCARC,yes,,,,,,,,,http://www.w0tx.org/,,,yes,1,,,,,,,,,,,,,Brandmeister Network,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,57.7,SW,yes,448.625,443.625,,,,Jefferson,On-Air,Denver Radio Club,CCARC,yes,,100,100,,,Denver metro area.,E-power.,,DRC Repeaters,,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,66,SW,yes,145.49,144.89,,,,Jefferson,On-Air,"KB0VIU,  Denver Radio Club",CCARC,yes,,100,100,,,,E-power.,,DRC Repeaters,,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,66,SW,yes,449.35,444.35,,,,Clear Creek,On-Air,Denver Radio Club,CCARC,yes,,100,100,,,Wide area.,11,,DRC Repeaters,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,54.3,SSW,yes,448.75,443.75,,,,Jefferson,On-Air,,CCARC,yes,,100,100,,,Local.,E-power.,,,,,,,,,,,,,,,,,,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,54.5,SW,yes,224.6,223,,,,Gilpin,,W0RM,CCARC,yes,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,55,S,yes,145.19,144.59,,,,Arapahoe,On-Air,N0OBA,,yes,,151.4,131.8,,,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",Autopatch (please contact trustee).,,,10079,,,,,,,,,,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,55.3,SSW,yes,1283.9625,1263.9625,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",Jefferson,On-Air,Colorado D-Star,CCARC,yes,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,55.3,SSW,yes,1299.9,1299.9,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",Jefferson,On-Air,Colorado D-Star,,yes,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,55.3,SSW,yes,145.25,144.65,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",Jefferson,On-Air,Colorado D-Star,CCARC,yes,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,55.3,SSW,yes,446.9625,441.9625,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Jefferson,On-Air,Colorado D-Star,CCARC,yes,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,55.3,SW,yes,449.75,444.75,,,,Jefferson,On-Air,Rocky Mtn Radio League,CCARC,yes,,103.5,103.5,,,,8,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,55.3,SW,yes,224.74,223.14,,,,Jefferson,On-Air,Aurora Repeater Assoc,CCARC,yes,,88.5,88.5,,,,e-power,,ARA Repeaters,,,,,,,,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,55.3,SSW,yes,449.625,444.625,,,,Jefferson,On-Air,Rocky Mountain Ham Radio,CCARC,yes,3750,141.3,141.3,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,55.3,SSW,yes,446.8375,441.8375,,,,Jefferson,On-Air,WA2YZT,CCARC,yes,,,,,,,200,,,,Full-time to the  Colorado TRBO System .,yes,7,,,,,,,,,,,,,,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,55.3,SW,yes,145.22,144.62,,,,Jefferson,On-Air,Rocky Mtn Radio League,CCARC,yes,,103.5,103.5,,,Wide area.,8,Yes; analog capable.,Repeater,,,,,,,,,,,,,,,,,,,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,yes,293,yes,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,55.4,SW,yes,448.85,443.85,,,,Jefferson,On-Air,Aurora Repeater Assoc,CCARC,yes,,88.5,88.5,,,"Denver metro, central front range",e-power.,,ARA Repeaters,,,,,,,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,55.4,SW,yes,224,222.4,,,,Jefferson,On-Air,Rocky Mountain Radio League,CCARC,yes,,103.5,103.5,,,,8,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,55.4,SW,yes,147.15,147.75,,,,Jefferson,On-Air,Aurora Repeater Assoc (ARA),CCARC,yes,,100,100,,,"Denver metro, central front range",e-power,,ARA Repeaters,,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,55.5,S,yes,449.425,444.425,,,,Arapahoe,Off-Air,K0PWO,,yes,,D023,D023,,,,,,,,,,,,,,,,,,,,,,,,,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,,29791,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,57.2,SW,yes,927.8375,902.025,,,,Jefferson,On-Air,,CCARC,yes,,,,,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,,,,,,,,,,,,,,,,,,,The offset is -25.8125,,,,,,,,,,,,,,45770,,,yes,293,yes,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,61.5,S,yes,927.8375,902.025,,,,Douglas,On-Air,,CCARC,yes,,,,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,,,,,,,,,,,,,,,,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,yes,294,yes,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,57.7,SW,yes,146.64,146.04,,,,Jefferson,On-Air,Denver Radio League,CCARC,yes,,100,,,,"Wide area. 
   Repeater Coverage Map",E-power.,,DRL Repeaters,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,67.3,SSW,yes,146.88,146.28,,,,Jefferson,On-Air,Denver Radio League,CCARC,yes,,100,,,,Wide Area,E-power.,,DRL Repeaters,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,67.3,SSW,yes,449.6,444.6,,,,Jefferson,On-Air,Denver Radio League,CCARC,yes,3345,100,,,,,,,DRL Repeaters,690473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,58.4,SSW,yes,53.17,51.47,,,,Jefferson,On-Air,N6LXX,CCARC,yes,,107.2,CSQ,,,"I-70,I-76,I-25,I-225",,,,,Full-time to the  N6LXX System .,,,,,,,,,,,,,,,N6LXX,,,,,,,,,,,,,,,,29883,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,58.4,SSW,yes,447.875,442.875,,,,Jefferson,On-Air,N6LXX,CCARC,yes,,107.2,107.2,,,"I-70,I-76,I-25,I-225",,,,,Full-time to the  N6LXX System .,,,,,,,,,,,,,,,N6LXX,,,,,,,,,,,,,,,,29913,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,60,S,yes,448.7,443.7,,,,Douglas,On-Air,,,yes,,146.2,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,62.1,SW,yes,447.85,442.85,,,,Clear Creek,On-Air,AC0KQ,CCARC,yes,,141.3,141.3,,,Wide area at 9500',AllStar node repeater providing wide area coverage along the Front Range,,,,,,,,,,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,29571,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,63.4,SSW,yes,145.34,144.74,,,,Jefferson,On-Air,Rocky Mtn Radio League,CCARC,yes,3350,103.5,127.3,,,Wide area.,E-power.,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,63.4,SW,yes,449.05,444.05,,,,Denver,On-Air,WG0N,CCARC,yes,,107.2,107.2,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,64.5,S,yes,447.525,442.525,,,,Douglas,On-Air,EmComm Colorado,CCARC,yes,,203.5,146.2,,,"Denver metropolitan area, front range foothills",,,,,,,,,,,,,,,,,,,,Colorado ARES,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,82.9,SSW,yes,446.925,441.925,,,,Douglas,On-Air,,CCARC,yes,,,,,,,,,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,See the website for programming info.,,,,1,,,,,,,,,2,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,82.9,SSW,yes,447.525,442.525,,,,Douglas,On-Air,EmComm Colorado,CCARC,yes,,146.2,146.2,,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,,,,,,,,,,,,,,,,,,Colorado ARES,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,66,SW,yes,449.45,444.45,,,,Clear Creek,On-Air,Rocky Mountain Radio League,CCARC,yes,,103.5,127.3,,,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",11,,Repeater,,,,,,,,,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,66,SW,yes,448.675,443.675,,,,Denver,On-Air,W0CFI,CCARC,yes,,100,100,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,66.1,WSW,yes,447.45,442.45,,,,Grand,On-Air,W0IG,CCARC,yes,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
